,name,path,cone
329,830_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/830_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_38.jpg,"[[(783.1, 500.57), (790.05, 445.85), (797.0, 447.0), (790.05, 504.04)], [(941.17, 550.08), (952.46, 549.21), (969.83, 446.72), (973.3, 446.72), (969.83, 543.13), (977.65, 550.94), (957.67, 559.63)], [(810.02, 541.39), (813.5, 537.05), (815.23, 477.12), (826.52, 476.25), (823.92, 544.0), (827.39, 546.6), (816.1, 546.6)], [(455.67, 513.6), (462.62, 477.12), (468.69, 475.38), (476.51, 516.2)], [(341.89, 544.0), (343.63, 493.62), (353.18, 493.62), (361.87, 545.73)], [(312.36, 550.94), (315.84, 499.7), (324.52, 499.7), (341.89, 556.15), (327.13, 556.15)]]"
330,831_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_58.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/831_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_58.jpg,"[[(575.7, 566.23), (582.64, 563.62), (589.59, 511.51), (596.54, 509.86), (606.09, 562.84), (609.57, 574.05)], [(615.0, 528.0), (621.85, 482.64), (632.1, 482.04), (634.51, 524.86), (642.35, 526.67), (624.26, 530.29)], [(655.02, 509.18), (657.43, 477.21), (662.86, 477.21), (670.7, 509.18)], [(353.36, 552.33), (361.17, 501.09), (368.99, 500.31), (381.15, 554.07)]]"
331,832_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_6.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/832_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_6.jpg,"[[(482.0, 487.0), (484.99, 459.72), (489.22, 459.12), (498.0, 489.0)], [(492.32, 588.9), (498.4, 585.34), (504.48, 515.86), (514.9, 515.86), (527.93, 585.34), (540.96, 587.16), (526.19, 595.76)], [(153.6, 559.28), (158.81, 558.5), (161.41, 501.09), (167.49, 502.91), (183.13, 558.5), (193.55, 561.89), (170.1, 567.18)], [(609.24, 505.56), (612.86, 504.35), (615.27, 467.56), (625.52, 467.56), (627.94, 502.55), (633.37, 507.97), (622.51, 510.39)], [(400.55, 506.77), (404.78, 479.02), (411.41, 478.42), (416.84, 508.58), (407.79, 509.78)]]"
332,833_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_10.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/833_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_10.jpg,"[[(539.22, 607.92), (551.38, 537.57), (563.54, 532.36), (579.17, 612.26)], [(631.0, 528.0), (638.0, 488.0), (647.0, 488.0), (647.45, 528.28)], [(527.0, 513.0), (530.0, 484.0), (535.0, 486.0), (543.0, 514.0)], [(604.73, 542.85), (611.76, 541.35), (616.79, 498.12), (624.33, 497.62), (628.85, 541.85), (638.9, 543.36), (630.36, 550.39), (604.22, 548.38)]]"
333,834_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/834_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_16.jpg,"[[(613.16, 533.49), (620.4, 497.3), (627.64, 497.9), (632.46, 534.69)], [(427.46, 528.78), (429.87, 528.18), (434.09, 492.59), (442.53, 490.78), (449.77, 528.18), (441.33, 530.59)], [(558.33, 575.78), (562.67, 575.0), (574.83, 520.2), (579.17, 520.2), (590.46, 576.65), (593.07, 578.39), (579.17, 580.99)], [(469.74, 624.42), (474.95, 572.4), (490.0, 573.0), (495.79, 627.98)]]"
334,835_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/835_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_25.jpg,"[[(532.27, 601.06), (574.83, 600.1), (574.83, 590.55), (570.48, 589.77), (555.72, 528.01), (549.64, 528.01), (541.82, 594.89)], [(39.82, 616.6), (36.35, 536.79), (45.9, 534.96), (65.88, 618.43)], [(577.43, 556.68), (584.38, 551.46), (588.72, 511.51), (596.54, 506.3), (606.09, 551.46), (607.83, 560.24), (596.54, 561.89)], [(926.75, 490.99), (926.75, 462.34), (932.78, 462.34), (940.32, 489.48)], [(941.78, 491.59), (939.77, 457.91), (946.81, 456.91), (954.85, 488.57)], [(364.28, 522.25), (361.26, 472.99), (367.29, 471.99), (372.82, 522.25)], [(421.07, 508.17), (428.11, 477.01), (434.64, 475.5), (436.15, 514.21)], [(436.65, 514.21), (437.66, 488.57), (444.19, 489.58), (447.21, 512.2)]]"
335,836_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/836_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_34.jpg,"[[(211.79, 525.41), (217.87, 483.81), (227.42, 486.41), (236.97, 531.58)], [(45.03, 543.73), (42.43, 452.54), (52.85, 451.67), (60.67, 541.13)], [(778.93, 575.78), (793.69, 575.78), (795.43, 475.99), (811.06, 472.43), (811.06, 570.66), (822.35, 573.18), (819.75, 581.95), (801.51, 581.95)], [(1158.0, 528.0), (1161.08, 465.48), (1170.63, 464.7), (1183.0, 527.0)], [(1176.0, 535.0), (1181.05, 463.83), (1190.61, 462.88), (1197.55, 533.23)], [(773.96, 506.26), (777.42, 506.26), (780.44, 461.03), (788.48, 461.03), (784.96, 505.76), (790.49, 507.27), (780.94, 508.78), (773.96, 508.78)], [(553.98, 530.62), (556.0, 477.0), (569.62, 477.64), (573.09, 529.75)], [(744.3, 506.77), (748.83, 504.76), (748.27, 462.03), (755.81, 462.03), (757.82, 505.76), (762.35, 508.28), (754.81, 511.29), (749.78, 511.29)], [(507.0, 513.0), (512.29, 483.81), (519.24, 482.94), (526.0, 514.0)]]"
336,837_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/837_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_46.jpg,"[[(415.02, 562.84), (422.84, 512.47), (431.52, 507.26), (448.02, 565.45)], [(886.62, 614.87), (887.49, 484.59), (905.73, 481.98), (909.21, 617.47)], [(922.23, 590.55), (934.39, 587.94), (943.08, 473.38), (954.37, 473.38), (950.03, 587.16), (959.58, 596.71), (935.26, 599.32)], [(1130.68, 570.66), (1142.84, 561.89), (1139.36, 456.88), (1153.26, 451.67), (1157.6, 558.5), (1171.5, 562.84), (1158.47, 574.05)], [(168.36, 619.21), (148.39, 556.68), (143.17, 556.68), (138.0, 622.0)], [(643.0, 525.0), (648.0, 492.0), (654.0, 492.0), (657.05, 525.62)], [(557.0, 588.0), (562.67, 515.07), (579.17, 508.91), (590.46, 587.16)]]"
339,840_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_54.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/840_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_54.jpg,"[[(798.0, 483.0), (805.85, 445.51), (814.54, 444.72), (813.67, 485.54)]]"
340,841_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_66.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/841_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_66.jpg,"[[(563.36, 488.97), (564.87, 469.88), (568.39, 469.88), (572.41, 489.98)], [(586.0, 492.0), (588.84, 474.6), (591.86, 474.6), (596.38, 491.19)], [(606.44, 487.67), (607.44, 462.54), (612.97, 461.03), (620.01, 487.67)]]"
341,842_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/842_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_77.jpg,"[[(427.91, 493.21), (430.0, 450.48), (435.03, 450.48), (437.96, 493.62)], [(140.99, 618.01), (145.16, 547.14), (154.54, 546.1), (171.21, 620.09)], [(455.34, 525.25), (462.88, 491.32), (470.84, 491.32), (480.89, 527.76)], [(275.43, 623.22), (278.56, 578.41), (288.98, 577.36), (300.45, 624.26)], [(364.34, 560.99), (367.96, 555.2), (371.58, 502.36), (380.99, 500.19), (390.4, 559.54), (400.53, 560.99), (387.5, 566.06)], [(489.0, 573.0), (504.03, 512.5), (514.16, 512.5), (528.64, 573.29)]]"
342,843_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_19.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/843_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_19.jpg,"[[(432.3, 517.78), (436.65, 493.9), (443.16, 493.17), (446.78, 517.78)], [(367.17, 535.15), (370.78, 496.79), (375.85, 495.34), (386.71, 533.7), (390.33, 536.6), (377.3, 539.49)], [(571.0, 537.0), (577.06, 495.34), (583.57, 495.34), (592.26, 536.6)], [(278.87, 561.21), (281.76, 559.76), (282.48, 512.71), (289.72, 509.82), (303.47, 556.14), (309.99, 562.65), (302.75, 563.38)], [(64.14, 619.21), (59.8, 551.46), (67.61, 547.12), (89.33, 619.21)], [(417.63, 626.16), (421.97, 572.4), (432.39, 570.66), (442.81, 627.98)]]"
343,844_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_29.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/844_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_29.jpg,"[[(617.0, 510.0), (624.0, 479.0), (630.0, 480.0), (635.0, 510.0)], [(403.21, 528.2), (406.83, 495.63), (412.62, 492.74), (422.75, 531.82)], [(296.09, 555.71), (301.16, 507.94), (305.5, 506.49), (321.42, 552.09), (324.32, 554.98), (309.84, 559.32)], [(183.91, 584.66), (187.53, 527.48), (193.32, 526.03), (208.52, 578.87), (215.75, 581.04), (201.28, 586.1)], [(564.61, 555.71), (570.4, 507.21), (579.08, 505.04), (584.87, 552.81), (593.56, 552.81), (572.57, 558.6)]]"
344,845_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/845_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_34.jpg,"[[(596.12, 512.72), (601.56, 486.75), (607.01, 486.75), (611.61, 511.89), (613.29, 513.56), (606.17, 515.66)], [(498.69, 582.34), (508.34, 519.01), (520.4, 520.22), (529.45, 578.12), (537.89, 581.74), (532.46, 589.58), (498.08, 589.58)], [(625.59, 490.87), (629.71, 472.94), (633.59, 472.69), (636.74, 492.33), (630.68, 493.54)]]"
345,846_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/846_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_46.jpg,"[[(328.08, 622.86), (335.9, 560.32), (346.32, 563.8), (358.48, 625.46)], [(192.59, 573.35), (196.94, 493.45), (214.31, 492.58), (220.39, 571.61), (230.81, 572.48), (212.57, 578.56), (204.75, 578.56)], [(147.0, 538.0), (148.3, 496.92), (162.0, 493.0), (168.0, 538.0)], [(346.32, 498.66), (344.0, 458.0), (365.0, 460.0), (371.51, 496.05)], [(595.91, 507.97), (596.51, 469.37), (609.18, 468.77), (608.58, 510.39)], [(583.25, 510.39), (581.44, 470.58), (593.5, 471.79), (596.51, 509.78)]]"
346,847_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/847_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_7.jpg,"[[(84.98, 617.47), (84.98, 565.45), (98.0, 566.0), (108.0, 618.0)], [(355.09, 589.77), (364.65, 522.8), (379.41, 522.02), (388.1, 583.6), (400.26, 591.5), (395.91, 597.5), (362.91, 597.5)], [(681.73, 497.27), (684.66, 477.16), (689.69, 477.16), (690.52, 498.11)], [(167.48, 511.7), (163.86, 471.89), (166.76, 470.45), (171.1, 473.34), (173.27, 513.15)], [(156.62, 512.42), (155.9, 475.51), (161.69, 473.34), (163.86, 511.7)], [(182.68, 504.46), (184.85, 476.24), (190.64, 473.34), (197.88, 504.46)], [(210.9, 518.21), (215.25, 458.14), (225.38, 456.69), (227.55, 522.56)], [(303.55, 534.86), (308.61, 534.86), (308.61, 469.0), (315.85, 467.55), (325.98, 531.97), (331.77, 537.76), (318.02, 539.2)], [(848.43, 554.73), (858.06, 501.54), (864.34, 501.12), (869.37, 556.41)], [(362.91, 623.64), (367.25, 594.11), (381.15, 594.11), (388.97, 620.16)]]"
347,848_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/848_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_0.jpg,"[[(869.8, 526.67), (873.32, 482.94), (880.36, 482.44), (888.9, 527.68)], [(622.67, 500.03), (624.68, 471.89), (629.2, 470.38), (635.74, 501.54)], [(562.67, 530.62), (567.88, 490.76), (575.7, 490.76), (580.91, 532.36)], [(388.96, 527.23), (392.44, 487.19), (398.52, 487.19), (406.34, 531.58)], [(130.15, 580.99), (134.49, 515.07), (146.65, 512.47), (157.94, 582.73)], [(516.64, 584.55), (520.11, 580.21), (527.93, 520.2), (535.74, 517.68), (549.64, 577.61), (565.27, 586.21), (533.14, 594.11)]]"
348,849_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_18.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/849_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_18.jpg,"[[(637.12, 491.24), (634.61, 480.35), (635.03, 469.88), (631.26, 468.2), (626.65, 489.98)], [(631.62, 503.45), (628.0, 495.61), (626.19, 474.5), (622.57, 474.5), (617.74, 501.64)], [(522.0, 489.0), (527.27, 464.85), (531.5, 468.47), (534.0, 488.0)], [(487.47, 495.01), (487.47, 469.67), (496.0, 471.0), (498.0, 496.0)], [(446.0, 503.0), (447.06, 474.5), (455.5, 473.29), (460.0, 504.0)], [(600.86, 519.73), (602.67, 514.31), (608.09, 486.56), (615.33, 484.75), (620.16, 515.51), (626.79, 521.54), (619.55, 522.75)], [(297.77, 535.92), (302.98, 490.76), (311.67, 489.8), (321.22, 528.97), (332.51, 535.92), (319.48, 539.39)], [(552.25, 548.08), (558.33, 495.1), (569.62, 493.36), (580.04, 545.47), (585.25, 549.73), (571.35, 552.33)]]"
349,850_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/850_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_34.jpg,"[[(607.0, 514.0), (612.32, 482.64), (618.85, 481.13), (626.39, 513.3)], [(538.0, 501.0), (540.94, 473.59), (547.98, 471.08), (555.0, 501.0)], [(503.61, 588.9), (514.03, 519.42), (523.59, 519.42), (536.61, 582.73), (546.17, 591.5), (510.56, 593.15)], [(296.17, 526.87), (296.17, 533.41), (278.58, 544.97), (278.58, 553.51), (297.68, 545.97), (316.78, 547.48), (313.76, 524.36)], [(395.69, 505.76), (393.68, 517.32), (382.12, 523.86), (385.13, 528.88), (399.71, 522.35), (406.75, 523.86), (399.71, 507.77)], [(472.09, 511.79), (475.1, 482.64), (482.64, 482.14), (488.17, 507.27)], [(561.55, 538.43), (570.6, 490.68), (580.65, 486.16), (586.68, 533.41), (597.0, 540.0), (570.1, 542.96)], [(594.0, 495.0), (597.24, 470.08), (602.26, 468.57), (609.3, 495.71)], [(161.76, 578.58), (164.66, 517.78), (172.62, 517.06), (187.82, 572.06), (196.5, 579.3), (174.07, 585.09)]]"
350,851_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/851_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_38.jpg,"[[(566.14, 527.23), (557.46, 494.14), (546.17, 492.49), (547.9, 528.97)], [(562.67, 555.89), (549.64, 511.51), (542.69, 510.64), (542.69, 561.1)], [(364.65, 625.38), (364.65, 587.94), (379.0, 585.0), (388.1, 624.42)], [(333.38, 557.63), (337.72, 509.86), (344.67, 509.86), (359.44, 554.94)], [(164.02, 582.73), (167.49, 523.67), (175.31, 521.07), (189.21, 580.99)], [(527.06, 592.37), (530.53, 589.77), (536.61, 524.63), (547.9, 523.67), (558.33, 583.6), (565.27, 592.37), (559.19, 592.37)], [(450.63, 541.13), (453.24, 496.75), (463.66, 495.97), (475.82, 542.78), (462.79, 546.34)]]"
351,852_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_6.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/852_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_6.jpg,"[[(385.0, 498.0), (386.24, 477.11), (392.77, 476.11), (395.0, 499.0)], [(441.03, 508.78), (444.04, 482.14), (453.09, 482.14), (454.6, 511.29)], [(619.96, 502.24), (622.97, 474.6), (630.51, 472.59), (634.53, 501.74)], [(358.09, 499.23), (362.62, 477.62), (367.64, 476.11), (369.65, 500.74)], [(221.54, 563.16), (226.61, 510.33), (237.47, 509.6), (238.19, 555.2), (255.0, 562.0), (233.85, 565.33)], [(369.77, 528.78), (375.56, 492.59), (379.18, 492.59), (392.21, 527.33)]]"
352,853_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/853_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_25.jpg,"[[(878.81, 554.07), (889.23, 499.35), (897.92, 495.1), (910.07, 548.95), (913.55, 558.5), (889.23, 565.45)]]"
353,854_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_33.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/854_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_33.jpg,"[[(800.18, 508.24), (809.39, 481.02), (813.16, 480.18), (821.12, 508.66), (823.63, 513.69), (810.65, 514.11)]]"
354,855_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_41.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/855_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_41.jpg,"[[(805.0, 514.0), (813.1, 474.98), (822.0, 474.0), (826.37, 512.38)]]"
355,856_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_49.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/856_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_49.jpg,"[[(835.78, 519.73), (842.41, 478.72), (848.44, 478.72), (853.87, 516.72), (856.89, 518.53)]]"
356,857_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_75.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/857_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng030_75.jpg,"[[(802.2, 511.59), (809.24, 474.4), (818.29, 473.9), (823.31, 507.57), (826.83, 514.11), (809.74, 516.62)]]"
357,858_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_11.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/858_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_11.jpg,"[[(837.0, 521.0), (847.6, 485.72), (854.11, 484.99), (861.35, 521.91), (846.15, 527.7)], [(352.32, 474.97), (352.57, 462.13), (356.69, 461.4), (359.35, 476.67)]]"
358,859_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/859_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_14.jpg,"[[(832.0, 518.0), (837.5, 476.79), (846.29, 475.53), (854.0, 518.0), (843.36, 519.93)]]"
359,860_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/860_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_26.jpg,"[[(806.0, 504.0), (816.48, 471.48), (823.11, 470.28), (826.0, 505.0)]]"
360,861_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_33.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/861_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_33.jpg,"[[(828.24, 510.75), (832.43, 478.08), (840.39, 478.08), (844.99, 509.08), (850.86, 510.75), (836.2, 514.52)], [(847.0, 495.0), (851.66, 466.23), (861.96, 463.6), (864.79, 496.32)]]"
361,862_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/862_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_7.jpg,"[[(807.43, 504.66), (812.26, 473.29), (820.1, 473.29), (824.92, 503.45), (827.33, 505.26), (810.45, 508.88)]]"
