,name,path,barricade
434,935_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/935_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_77.jpg,"[[(334.0, 272.0), (410.0, 268.0), (413.37, 336.62), (337.62, 337.33)]]"
440,941_c9dba1caeb9bc03dedec729d21b5a3f25a70f0222ac54d974605fa9220be0c57810342fc821e03d62563f36a0c937184ab4ca3b243f58acc6423c98bb6b1f241_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/941_c9dba1caeb9bc03dedec729d21b5a3f25a70f0222ac54d974605fa9220be0c57810342fc821e03d62563f36a0c937184ab4ca3b243f58acc6423c98bb6b1f241_0.jpg,"[[(48.98, 252.75), (55.29, 252.4), (54.94, 230.31), (52.14, 226.8), (50.03, 227.15)], [(181.91, 249.6), (192.08, 249.6), (192.08, 246.44), (187.52, 246.09), (186.11, 221.89), (185.06, 218.38), (181.91, 218.03)], [(144.73, 228.9), (151.74, 229.6), (151.74, 226.45), (148.94, 226.1), (147.18, 214.17), (145.43, 214.17)], [(78.0, 232.0), (81.0, 232.0), (80.58, 217.56), (77.9, 217.56)], [(212.35, 225.6), (216.0, 225.11), (216.49, 209.28), (213.81, 209.28)], [(401.25, 221.6), (400.04, 221.6), (400.28, 225.01), (408.32, 225.74), (408.56, 222.82), (403.69, 221.12), (403.69, 209.43), (401.99, 209.43)], [(427.56, 250.59), (439.74, 250.83), (439.25, 246.45), (431.46, 242.79), (431.46, 218.44), (430.24, 216.73), (427.32, 217.22)], [(529.86, 257.89), (521.82, 261.06), (517.43, 264.47), (531.8, 266.42), (542.76, 265.69), (548.12, 264.23), (545.93, 259.84), (539.11, 257.89), (536.43, 224.53), (535.7, 222.58), (533.75, 219.17), (530.1, 220.63)], [(588.07, 226.23), (596.84, 225.74), (592.21, 222.33), (593.67, 208.21), (589.77, 207.96)]]"
441,942_c9dba1caeb9bc03dedec729d21b5a3f25a70f0222ac54d974605fa9220be0c57810342fc821e03d62563f36a0c937184ab4ca3b243f58acc6423c98bb6b1f241_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/942_c9dba1caeb9bc03dedec729d21b5a3f25a70f0222ac54d974605fa9220be0c57810342fc821e03d62563f36a0c937184ab4ca3b243f58acc6423c98bb6b1f241_46.jpg,"[[(568.28, 251.16), (574.0, 251.0), (574.42, 226.32), (570.91, 226.03)], [(607.5, 289.22), (626.5, 287.46), (625.04, 246.54), (624.16, 236.32), (620.66, 236.32), (615.98, 249.18)], [(184.29, 250.93), (191.3, 250.23), (190.6, 226.03), (187.1, 225.68)]]"
442,943_c9dba1caeb9bc03dedec729d21b5a3f25a70f0222ac54d974605fa9220be0c57810342fc821e03d62563f36a0c937184ab4ca3b243f58acc6423c98bb6b1f241_60.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/943_c9dba1caeb9bc03dedec729d21b5a3f25a70f0222ac54d974605fa9220be0c57810342fc821e03d62563f36a0c937184ab4ca3b243f58acc6423c98bb6b1f241_60.jpg,"[[(392.86, 238.95), (400.97, 238.74), (400.16, 219.05), (400.16, 214.99), (396.51, 215.81), (394.68, 234.89)], [(536.53, 255.57), (528.06, 256.16), (528.06, 259.66), (540.63, 261.71), (549.1, 261.42), (549.69, 256.74), (545.01, 255.28), (544.72, 227.51), (543.84, 225.17), (543.84, 220.5), (542.67, 219.33), (540.92, 219.91), (538.29, 224.3)], [(443.64, 278.99), (438.59, 278.99), (448.69, 285.56), (469.39, 284.55), (459.29, 277.98), (460.81, 232.53), (458.79, 231.52), (458.28, 224.44), (453.23, 222.42), (451.21, 228.99), (448.18, 231.01)], [(461.0, 234.0), (466.33, 234.68), (464.5, 215.4), (460.04, 215.6)]]"
443,944_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/944_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_22.jpg,"[[(376.21, 182.22), (380.6, 182.62), (379.8, 168.22), (377.21, 168.12)], [(383.4, 185.52), (388.9, 185.52), (387.9, 168.22), (384.4, 167.82)], [(392.05, 192.32), (401.21, 192.89), (399.94, 189.22), (399.52, 173.01), (397.83, 172.31), (398.67, 169.63), (397.55, 169.63), (395.85, 169.63), (395.29, 171.88), (393.46, 189.93)], [(408.96, 200.5), (405.86, 202.47), (415.87, 203.46), (418.27, 199.51), (416.43, 198.38), (416.15, 178.51), (414.04, 176.54), (414.32, 173.29), (414.04, 171.6), (412.2, 171.6), (410.8, 171.88), (409.95, 175.41)], [(491.03, 242.22), (487.23, 242.51), (486.94, 250.4), (481.97, 251.57), (483.14, 257.71), (496.29, 258.88), (511.49, 257.71), (513.83, 252.16), (505.35, 246.02), (504.18, 196.62), (503.02, 195.16), (504.48, 189.61), (503.31, 183.18), (500.09, 183.18), (497.17, 186.69), (496.0, 190.78), (498.05, 192.53), (493.08, 195.75)]]"
444,945_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/945_7cbf935deabc1892906f623c3c9c3b28530440df877eafb98a21c3a66a61dc77ea6f53d93bb2f7d41758952531c95870be6be51de09cb9f31269bf5af16383fc_34.jpg,"[[(391.06, 187.87), (398.53, 187.73), (396.56, 184.63), (396.0, 168.42), (396.56, 166.3), (395.43, 165.18), (394.02, 165.18), (393.18, 165.46), (392.33, 167.85), (392.61, 169.26)], [(405.68, 195.04), (401.62, 195.45), (402.03, 197.07), (414.0, 197.68), (415.42, 194.02), (412.38, 193.42), (412.18, 174.95), (410.55, 172.1), (411.16, 168.45), (409.33, 167.84), (406.49, 168.45), (406.9, 173.32), (406.29, 174.13)], [(443.0, 218.0), (437.0, 222.0), (446.48, 223.88), (456.16, 223.88), (457.0, 217.19), (454.06, 215.08), (453.64, 183.9), (452.37, 180.15), (453.64, 175.94), (451.95, 172.95), (447.74, 172.95), (446.48, 176.78), (445.64, 180.57)], [(566.01, 294.59), (591.26, 303.47), (587.47, 265.17), (586.21, 220.09), (583.69, 214.24), (582.0, 211.3), (585.79, 205.78), (582.42, 196.99), (578.22, 196.57), (572.74, 199.51), (571.06, 207.89), (576.11, 212.98), (569.8, 216.35)], [(385.42, 184.06), (389.0, 184.0), (389.09, 168.28), (389.09, 165.46), (388.38, 164.61), (386.27, 165.6)]]"
451,1002_3384acfed3c8387ffd3abc24dbee56814976ad346e500ea53c2fc30db9ecc8eff63c6e96235a049b772cb7257a3d566d20a772cc944f683c6fe880d692c94d32_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1002_3384acfed3c8387ffd3abc24dbee56814976ad346e500ea53c2fc30db9ecc8eff63c6e96235a049b772cb7257a3d566d20a772cc944f683c6fe880d692c94d32_26.jpg,"[[(210.66, 365.1), (204.23, 365.1), (202.09, 353.68), (208.51, 352.97), (208.51, 343.69), (214.94, 342.98), (216.37, 347.97), (271.32, 351.54), (272.75, 342.26), (279.89, 341.55), (279.89, 348.69), (284.17, 349.4), (284.88, 360.82), (280.6, 361.53), (280.6, 374.38), (288.45, 375.81), (288.45, 385.09), (282.74, 387.23), (283.45, 403.64), (286.31, 404.36), (287.02, 410.78), (282.03, 411.49), (284.17, 432.91), (279.17, 432.91), (277.74, 412.92), (217.79, 411.49), (217.79, 421.49), (206.37, 422.91), (209.23, 412.21), (207.09, 406.5), (212.8, 400.79), (213.51, 385.8), (207.8, 385.8), (206.37, 375.81), (213.51, 375.09)], [(132.15, 349.4), (173.54, 352.26), (173.54, 342.26), (188.53, 340.84), (186.39, 345.83), (193.53, 350.83), (193.53, 362.25), (189.24, 365.1), (188.53, 370.81), (194.95, 374.38), (194.95, 384.37), (189.24, 386.51), (189.24, 397.22), (198.52, 399.36), (198.52, 410.07), (139.28, 407.21), (144.99, 399.36), (144.99, 385.8), (137.86, 385.09), (137.86, 375.09), (147.14, 375.09), (144.28, 362.25), (135.0, 362.96)], [(82.19, 355.11), (131.43, 354.4), (132.15, 367.24), (125.72, 367.96), (125.01, 375.09), (132.86, 375.09), (134.29, 383.66), (127.86, 384.37), (127.86, 390.8), (134.29, 391.51), (135.0, 404.36), (77.19, 405.78), (78.62, 397.93), (90.04, 397.93), (90.04, 387.94), (80.05, 387.23), (79.33, 380.09), (87.9, 379.38), (85.76, 367.96), (72.91, 368.67), (73.62, 357.25)]]"
487,1038_f363a4019e60be4ac7264fdb617bba5b438bcaea15c2d435f9a331a875b4d8d0569df631e98e9273cb7560e4fc175efc4eb92c266cc150553f546f7e9e644a48_25.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1038_f363a4019e60be4ac7264fdb617bba5b438bcaea15c2d435f9a331a875b4d8d0569df631e98e9273cb7560e4fc175efc4eb92c266cc150553f546f7e9e644a48_25.jpg,"[[(443.28, 144.22), (442.7, 154.64), (459.49, 154.64), (461.23, 161.01), (442.7, 161.59), (442.7, 169.69), (461.23, 168.54), (461.23, 177.22), (443.28, 177.8), (443.28, 187.64), (506.39, 187.06), (504.65, 179.54), (497.12, 180.69), (495.39, 170.27), (504.07, 169.69), (504.07, 160.43), (489.6, 161.01), (492.49, 153.48), (502.91, 153.48), (503.49, 144.22), (460.65, 144.8)]]"
493,1044_b63a44cc7447acc0760488340034f1a3839c65f461c59edd2b174fa3a9c6858e8d571422526176a3fe48fb312addf5a9df7eb2144e922d365b4891811d2c7a6f_41.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1044_b63a44cc7447acc0760488340034f1a3839c65f461c59edd2b174fa3a9c6858e8d571422526176a3fe48fb312addf5a9df7eb2144e922d365b4891811d2c7a6f_41.jpg,"[[(593.36, 221.45), (593.61, 227.67), (587.88, 227.43), (588.88, 234.14), (599.33, 234.39), (599.08, 237.63), (587.14, 236.38), (587.88, 242.85), (599.33, 243.85), (599.58, 247.08), (585.4, 245.59), (585.4, 252.06), (624.96, 256.79), (624.96, 251.06), (615.75, 249.82), (614.76, 245.59), (626.45, 247.58), (626.7, 242.11), (619.24, 241.61), (618.99, 237.38), (627.2, 238.13), (627.2, 233.15), (625.71, 232.9), (625.46, 225.43), (622.22, 225.19), (622.72, 231.41), (619.73, 231.9), (619.49, 226.68), (599.08, 225.19), (599.33, 228.42), (597.84, 228.42), (597.34, 221.2)]]"
494,1045_b63a44cc7447acc0760488340034f1a3839c65f461c59edd2b174fa3a9c6858e8d571422526176a3fe48fb312addf5a9df7eb2144e922d365b4891811d2c7a6f_59.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1045_b63a44cc7447acc0760488340034f1a3839c65f461c59edd2b174fa3a9c6858e8d571422526176a3fe48fb312addf5a9df7eb2144e922d365b4891811d2c7a6f_59.jpg,"[[(523.15, 232.31), (514.78, 232.31), (515.11, 224.26), (528.85, 225.61), (529.52, 220.58), (554.0, 221.0), (555.65, 227.95), (566.04, 227.95), (566.38, 233.65), (556.32, 233.98), (556.32, 239.01), (565.37, 239.01), (565.37, 244.37), (555.32, 245.04), (554.98, 249.73), (564.03, 248.39), (564.03, 254.42), (515.78, 253.42), (515.11, 248.06), (525.83, 247.39), (525.83, 242.69), (516.79, 243.03), (516.45, 237.67), (524.16, 236.66)], [(412.42, 205.83), (410.64, 205.66), (410.64, 201.79), (429.87, 202.59), (430.36, 205.5), (425.83, 205.5), (425.67, 207.12), (430.84, 207.12), (430.84, 208.73), (426.16, 208.73), (425.99, 210.67), (429.39, 210.19), (429.55, 212.45), (409.03, 212.13), (408.87, 209.06), (413.55, 209.06), (413.71, 208.09), (409.84, 207.93), (409.67, 207.44), (414.04, 207.12)]]"
495,1046_b63a44cc7447acc0760488340034f1a3839c65f461c59edd2b174fa3a9c6858e8d571422526176a3fe48fb312addf5a9df7eb2144e922d365b4891811d2c7a6f_71.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1046_b63a44cc7447acc0760488340034f1a3839c65f461c59edd2b174fa3a9c6858e8d571422526176a3fe48fb312addf5a9df7eb2144e922d365b4891811d2c7a6f_71.jpg,"[[(507.91, 227.01), (507.91, 220.58), (544.91, 225.4), (545.31, 229.83), (535.66, 230.63), (535.26, 231.84), (544.1, 233.04), (544.1, 236.26), (536.06, 236.66), (535.66, 238.27), (542.09, 239.08), (542.09, 242.29), (534.45, 241.49), (521.99, 238.27), (517.16, 234.25), (509.52, 233.04), (509.12, 229.02), (519.17, 229.83), (519.17, 227.41), (513.94, 227.41)], [(573.45, 245.51), (563.0, 245.51), (562.6, 236.26), (617.28, 243.1), (617.68, 249.93), (600.8, 249.53), (602.0, 250.74), (608.03, 251.94), (608.03, 253.95), (616.08, 254.76), (616.48, 261.59), (607.63, 261.99), (607.23, 267.62), (614.07, 268.03), (613.66, 273.66), (611.25, 274.06), (611.65, 280.89), (606.43, 281.29), (605.62, 273.66), (572.25, 269.63), (573.45, 277.68), (568.63, 278.08), (562.6, 274.06), (556.57, 270.44), (559.38, 268.03), (562.2, 268.43), (567.42, 265.21), (560.59, 264.0), (560.59, 255.96), (573.05, 257.57), (573.05, 253.55), (562.6, 253.55), (562.2, 247.92), (574.26, 247.92)]]"
506,1066_233290a4c2f07b75e086d8871018009abdc4d24fcb100162f58965e30bdc7219067e963fa6b4d63be23f410401a49e31d472d624e06ec779e2727357a97564c9_19.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1066_233290a4c2f07b75e086d8871018009abdc4d24fcb100162f58965e30bdc7219067e963fa6b4d63be23f410401a49e31d472d624e06ec779e2727357a97564c9_19.jpg,"[[(222.48, 197.82), (222.95, 204.46), (222.0, 212.52), (265.62, 213.47), (265.62, 208.73), (264.68, 196.88), (246.66, 195.93)], [(306.07, 183.5), (305.59, 194.41), (328.83, 192.99), (353.96, 192.51), (353.48, 180.66), (335.94, 180.66)]]"
511,1092_502fddf3a715e96e65836aca76fadbe6a32f6d300c64ed53e84dac2d15e7f47618543be06a3dcfd5964e4d54822620cd0808fb62f3691606dab46ea817acb3f2_36.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1092_502fddf3a715e96e65836aca76fadbe6a32f6d300c64ed53e84dac2d15e7f47618543be06a3dcfd5964e4d54822620cd0808fb62f3691606dab46ea817acb3f2_36.jpg,"[[(706.8, 260.58), (717.42, 254.79), (725.62, 204.13), (726.59, 202.68), (731.89, 207.02), (752.0, 207.5), (752.0, 229.22), (730.45, 225.36), (727.55, 257.68), (738.17, 263.96), (736.72, 266.85), (723.69, 268.3), (710.66, 265.89)]]"
515,1096_d61b0f8e76952649307f58721246985b6dee908de720dfc8bc71e813dd86e6b0651b5bd7f2efcb4509296a70e4884170e56b48b01df223cd7c4dda3bba999c65_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1096_d61b0f8e76952649307f58721246985b6dee908de720dfc8bc71e813dd86e6b0651b5bd7f2efcb4509296a70e4884170e56b48b01df223cd7c4dda3bba999c65_0.jpg,"[[(452.23, 199.37), (447.35, 199.37), (447.35, 195.62), (473.41, 196.57), (473.87, 199.37), (465.73, 199.58), (466.43, 201.69), (474.57, 201.93), (474.8, 205.88), (466.66, 205.42), (466.66, 207.51), (472.48, 208.19), (472.71, 212.16), (447.58, 210.54), (447.58, 207.26), (452.7, 207.26), (452.7, 204.93), (448.04, 204.25), (448.51, 200.51), (452.23, 201.23)]]"
516,1097_d61b0f8e76952649307f58721246985b6dee908de720dfc8bc71e813dd86e6b0651b5bd7f2efcb4509296a70e4884170e56b48b01df223cd7c4dda3bba999c65_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1097_d61b0f8e76952649307f58721246985b6dee908de720dfc8bc71e813dd86e6b0651b5bd7f2efcb4509296a70e4884170e56b48b01df223cd7c4dda3bba999c65_14.jpg,"[[(647.26, 251.08), (629.2, 251.77), (629.2, 238.57), (707.71, 242.05), (709.1, 253.86), (682.7, 252.47), (684.78, 265.67), (704.93, 265.67), (704.24, 278.87), (682.7, 278.18), (683.39, 287.21), (713.96, 287.9), (707.02, 296.94), (624.33, 296.94), (625.03, 288.6), (658.38, 286.51), (658.38, 278.18), (627.81, 277.48), (627.11, 270.53), (637.53, 265.67), (653.52, 265.67)]]"
543,1124_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1124_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_54.jpg,"[[(442.0, 277.0), (492.27, 275.74), (508.5, 275.54), (587.26, 273.51), (587.86, 299.49), (538.34, 301.72), (500.59, 301.31), (466.9, 302.33), (440.92, 300.5)], [(515.0, 275.0), (575.0, 270.0), (572.74, 322.36), (514.0, 328.0)]]"
545,1126_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1126_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_117.jpg,"[[(318.0, 224.0), (321.67, 224.11), (321.67, 217.73), (318.0, 218.0)], [(310.1, 235.67), (316.0, 235.44), (315.77, 222.69), (313.41, 221.98), (310.1, 221.98)], [(244.31, 290.49), (237.8, 293.88), (239.5, 296.72), (253.38, 296.72), (263.58, 292.75), (263.86, 291.62), (258.48, 289.92), (258.76, 256.21), (255.36, 254.51), (249.13, 254.51), (245.45, 254.51)]]"
546,1127_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_3.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1127_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_3.jpg,"[[(284.41, 231.16), (292.01, 230.58), (290.26, 219.76), (284.0, 221.0)], [(99.87, 270.47), (104.78, 270.47), (105.48, 264.86), (118.11, 265.56), (120.92, 299.93), (102.68, 300.98)]]"
547,1128_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1128_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_30.jpg,"[[(116.53, 259.5), (120.92, 259.5), (123.84, 255.36), (132.61, 256.09), (135.29, 286.29), (117.26, 287.02)], [(273.78, 222.19), (276.31, 221.17), (280.37, 221.17), (282.91, 230.65), (275.13, 231.66)]]"
548,1129_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_65.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1129_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_65.jpg,"[[(327.77, 228.7), (336.0, 229.0), (336.23, 218.27), (328.0, 218.0)], [(258.57, 258.81), (268.07, 259.06), (268.07, 256.38), (283.17, 256.38), (284.14, 290.23), (287.07, 293.64), (282.2, 300.22), (275.38, 300.22), (277.81, 293.89), (263.44, 293.16), (262.71, 295.84), (258.57, 295.84)], [(314.45, 227.06), (317.7, 227.06), (318.4, 224.25), (325.03, 224.53), (327.56, 236.37), (327.7, 240.88), (328.69, 240.88), (328.83, 243.13), (324.32, 243.41), (323.62, 241.3), (318.68, 241.16), (316.15, 245.53), (315.72, 242.57)]]"
549,1130_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_92.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1130_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_92.jpg,"[[(179.32, 265.54), (188.09, 266.13), (189.55, 262.62), (196.57, 262.33), (197.44, 255.9), (203.58, 255.9), (205.63, 265.54), (206.5, 297.69), (211.47, 297.69), (210.59, 303.83), (206.21, 310.55), (198.61, 310.26), (197.73, 306.46), (200.95, 302.95), (184.87, 302.66), (184.87, 303.83), (181.37, 303.83), (180.2, 308.21), (174.65, 308.21), (174.35, 300.32), (179.03, 295.06)], [(265.69, 243.84), (265.52, 230.31), (270.6, 230.31), (271.44, 228.45), (274.32, 228.62), (274.66, 227.09), (278.72, 226.93), (279.56, 245.7), (281.25, 245.7), (281.76, 247.56), (281.93, 248.91), (278.72, 248.58), (277.87, 246.72), (269.24, 247.39), (269.08, 248.58), (264.51, 248.91)], [(287.85, 232.34), (298.0, 232.0), (298.17, 225.74), (288.86, 225.74)]]"
555,1136_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1136_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_0.jpg,"[[(174.0, 235.0), (176.5, 215.82), (183.87, 216.52), (188.43, 233.71), (183.52, 235.81)], [(6.4, 282.46), (12.01, 247.74), (19.38, 247.04), (32.7, 275.8), (17.97, 284.21)]]"
556,1137_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1137_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_39.jpg,"[[(46.0, 301.0), (62.2, 300.88), (75.11, 293.41), (65.26, 258.39), (47.24, 260.43)]]"
559,1140_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_9.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1140_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_9.jpg,"[[(65.67, 268.54), (69.46, 241.6), (73.67, 239.49), (74.09, 235.29), (78.72, 235.29), (88.82, 266.01), (73.67, 270.64)], [(232.54, 220.65), (241.8, 220.65), (240.82, 207.5), (238.63, 207.26), (238.14, 209.45), (233.76, 210.42)], [(259.33, 214.56), (263.96, 214.56), (265.66, 203.36), (263.96, 203.12), (263.47, 205.31), (259.58, 205.8)]]"
564,1145_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1145_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_18.jpg,"[[(160.0, 287.0), (154.48, 292.31), (168.86, 294.07), (179.38, 288.11), (170.96, 288.46), (167.0, 248.0), (161.0, 249.0)]]"
565,1146_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_25.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1146_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_25.jpg,"[[(212.49, 253.85), (208.99, 257.94), (220.97, 259.11), (223.89, 256.48), (219.51, 253.85), (218.92, 231.35), (212.79, 230.76)]]"
566,1147_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_37.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1147_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_37.jpg,"[[(183.79, 261.94), (180.34, 264.98), (180.34, 266.0), (192.52, 266.4), (197.8, 263.97), (198.0, 262.34), (193.54, 262.75), (191.51, 234.74), (184.4, 234.94)]]"
567,1148_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_43.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1148_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_43.jpg,"[[(181.65, 257.23), (175.78, 261.15), (189.49, 264.08), (193.89, 258.7), (189.98, 256.74), (189.49, 232.76), (182.14, 232.27)]]"
568,1149_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_6.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1149_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_6.jpg,"[[(107.0, 306.0), (98.72, 313.46), (98.72, 314.46), (116.39, 315.7), (129.57, 308.48), (128.33, 306.49), (118.0, 305.0), (115.39, 265.93), (107.43, 264.94)]]"
569,1150_24c520a2d56635c75a881c590d7cdf692e06e80fd59ac0f89526d7a718a39cfbaad3aead629d442381272dad9b8a31804efebfe8434791a2e474df5c25fc8d3f_51.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1150_24c520a2d56635c75a881c590d7cdf692e06e80fd59ac0f89526d7a718a39cfbaad3aead629d442381272dad9b8a31804efebfe8434791a2e474df5c25fc8d3f_51.jpg,"[[(91.67, 280.48), (87.58, 282.23), (99.27, 283.99), (105.11, 279.89), (105.11, 278.73), (100.15, 279.02), (95.47, 249.5), (88.45, 249.5)]]"
