,name,path,person
273,774_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_6.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/774_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf037_6.jpg,"[[(760.19, 305.78), (758.69, 308.77), (755.71, 310.56), (754.51, 315.63), (755.71, 321.01), (756.31, 332.65), (752.42, 338.63), (754.0, 342.0), (759.0, 343.0), (762.58, 337.43), (765.56, 325.79), (765.56, 320.11), (765.56, 317.72), (766.76, 313.54), (765.26, 310.56), (763.77, 310.86), (763.47, 306.68)]]"
300,801_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/801_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng007_77.jpg,"[[(943.71, 303.22), (942.46, 298.61), (945.39, 296.93), (949.58, 296.93), (951.67, 300.29), (955.02, 305.73), (956.28, 313.69), (954.19, 318.71), (952.51, 312.85), (955.44, 335.89), (950.42, 333.79), (948.32, 323.32), (948.32, 335.89), (942.88, 336.31), (942.04, 317.04), (940.36, 309.08), (939.11, 306.15)]]"
301,802_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/802_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_0.jpg,"[[(959.12, 302.34), (959.99, 295.07), (963.77, 295.07), (966.39, 300.02), (969.88, 302.34), (974.24, 313.4), (974.82, 317.76), (968.71, 316.89), (969.01, 339.58), (966.39, 338.41), (962.02, 322.7), (963.77, 338.41), (959.12, 339.87), (959.12, 334.05), (959.12, 320.38), (957.66, 318.63), (956.21, 313.11), (956.21, 305.54), (957.08, 304.67)]]"
304,805_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_6.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/805_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_6.jpg,"[[(1032.68, 303.02), (1031.71, 295.99), (1032.68, 290.18), (1037.77, 289.93), (1040.92, 290.42), (1042.86, 293.33), (1043.59, 297.69), (1042.86, 299.63), (1047.22, 300.84), (1050.37, 304.24), (1051.83, 308.6), (1053.28, 315.38), (1054.5, 322.9), (1052.8, 333.56), (1051.83, 338.17), (1048.92, 336.47), (1047.22, 314.66), (1045.53, 313.69), (1047.47, 320.72), (1047.47, 329.93), (1050.62, 343.26), (1053.53, 358.29), (1045.77, 359.5), (1047.47, 355.38), (1043.35, 330.41), (1044.07, 347.62), (1045.04, 354.65), (1043.1, 357.32), (1038.26, 358.53), (1037.04, 358.29), (1039.23, 355.38), (1040.19, 345.68), (1039.47, 327.26)]]"
306,807_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng010_6.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/807_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng010_6.jpg,"[[(900.11, 283.91), (901.62, 277.88), (907.15, 276.87), (911.67, 275.87), (912.68, 284.91), (916.7, 289.44), (914.69, 308.03), (912.68, 312.05), (914.69, 339.7), (910.16, 339.2), (908.15, 315.57), (899.61, 334.67), (894.08, 332.66), (899.11, 319.09), (898.6, 306.53), (897.6, 301.0), (896.09, 293.46), (897.1, 288.43)]]"
316,817_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng021_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/817_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng021_38.jpg,"[[(299.87, 470.3), (293.0, 465.0), (293.0, 457.0), (294.0, 453.0), (297.0, 447.0), (305.1, 446.22), (308.24, 448.31), (311.0, 454.0), (312.0, 458.0), (312.0, 466.0), (308.94, 471.35), (307.2, 475.54), (305.8, 484.26), (302.31, 484.96), (301.61, 476.58), (301.26, 478.33), (299.17, 484.26), (296.38, 484.26), (296.03, 480.42), (297.42, 476.58)], [(262.52, 470.65), (261.0, 462.0), (258.0, 459.0), (257.0, 452.0), (262.87, 448.31), (263.22, 443.43), (264.26, 441.68), (267.75, 441.68), (268.8, 447.96), (272.29, 448.66), (273.34, 454.25), (273.34, 461.23), (271.59, 463.32), (271.25, 459.48), (271.25, 468.21), (274.74, 470.65), (272.99, 473.79), (269.15, 473.09), (267.75, 461.23), (266.71, 473.79), (260.77, 474.14)]]"
325,826_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng024_66.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/826_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng024_66.jpg,"[[(655.86, 453.39), (652.24, 450.37), (655.26, 443.74), (655.26, 437.71), (661.29, 437.1), (661.89, 441.93), (667.32, 446.15), (667.93, 453.39), (667.93, 455.8), (663.7, 460.63), (663.7, 476.91), (660.69, 475.1), (658.28, 466.06), (656.47, 463.04)]]"
326,827_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng024_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/827_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng024_77.jpg,"[[(628.85, 456.71), (624.33, 451.68), (626.34, 440.62), (630.36, 439.12), (630.36, 432.08), (637.9, 431.07), (639.41, 437.61), (642.42, 442.63), (645.94, 448.16), (646.44, 458.21), (642.42, 458.21), (641.42, 475.81), (632.87, 474.8), (631.37, 462.24)]]"
328,829_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_22.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/829_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_22.jpg,"[[(883.43, 440.72), (887.65, 440.12), (884.63, 432.28), (879.81, 431.07), (878.0, 435.9), (868.95, 440.12), (866.54, 450.37), (866.54, 457.01), (866.54, 466.66), (873.78, 467.26), (869.55, 489.58), (876.19, 490.18), (877.39, 475.71), (879.2, 491.99), (885.24, 491.99), (885.24, 475.1), (889.46, 474.5), (891.27, 473.9), (891.87, 464.85), (887.65, 461.83), (885.24, 455.8), (881.62, 450.37), (883.43, 447.96)], [(540.0, 464.0), (536.38, 459.66), (538.55, 455.32), (551.58, 455.32), (553.03, 459.66), (553.75, 467.62), (552.3, 485.72), (544.34, 487.89), (548.69, 468.35), (545.79, 468.35), (541.45, 486.44), (538.55, 486.44), (540.0, 470.52)]]"
329,830_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/830_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_38.jpg,"[[(417.63, 443.77), (415.89, 433.43), (423.71, 429.0), (428.05, 429.0), (428.92, 439.51), (439.34, 443.77), (441.94, 451.67), (445.42, 459.49), (446.29, 475.99), (441.08, 476.77), (436.73, 456.88), (435.86, 477.64), (436.73, 497.7), (434.13, 514.21), (431.52, 526.36), (429.79, 536.79), (412.0, 540.0), (415.0, 531.0), (415.0, 518.0), (417.0, 493.0), (414.0, 476.0), (411.0, 465.0), (410.68, 455.93), (404.6, 446.37), (408.07, 439.51)]]"
333,834_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/834_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_16.jpg,"[[(943.14, 446.33), (940.72, 439.1), (943.14, 434.87), (946.76, 438.49), (950.98, 445.73), (952.18, 450.55), (952.18, 465.63), (952.18, 479.51), (946.15, 483.12), (944.95, 477.09), (943.74, 469.86), (942.53, 480.11), (938.91, 479.51), (937.71, 474.08), (941.33, 465.03), (943.14, 459.0), (943.14, 452.36)], [(870.76, 452.36), (874.98, 447.54), (873.78, 437.89), (876.19, 434.27), (879.81, 434.27), (883.43, 448.14), (884.63, 458.4), (885.24, 464.43), (891.0, 472.0), (873.17, 470.46), (865.33, 472.87), (863.52, 466.84), (869.55, 459.0)]]"
334,835_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/835_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_25.jpg,"[[(930.25, 439.11), (932.42, 426.8), (928.81, 426.08), (925.91, 436.21), (919.4, 442.73), (922.29, 457.93), (921.57, 485.43), (931.7, 485.43), (932.42, 465.16), (937.49, 459.37), (940.39, 451.41), (933.87, 446.34)], [(818.79, 449.24), (822.41, 442.73), (816.62, 441.28), (809.38, 442.73), (809.38, 449.96), (807.21, 461.54), (807.21, 475.3), (808.66, 499.18), (815.9, 496.28), (818.07, 474.57), (818.07, 457.2)], [(873.8, 479.64), (875.97, 498.46), (868.73, 499.18), (866.56, 468.06), (865.84, 448.52), (865.84, 433.32), (874.52, 432.59), (880.31, 434.04), (879.59, 438.38), (879.59, 444.17), (881.76, 450.69), (881.04, 457.93), (878.87, 464.44), (882.48, 476.74), (886.83, 498.46), (882.48, 499.18)], [(1071.39, 417.39), (1072.83, 407.26), (1061.98, 398.58), (1057.64, 405.81), (1061.25, 424.63), (1061.25, 442.73), (1057.64, 449.96), (1049.67, 457.2), (1054.74, 463.72), (1060.53, 457.2), (1066.32, 436.94), (1068.49, 455.03), (1069.94, 460.82), (1076.45, 460.82), (1073.56, 443.45), (1069.94, 432.59), (1072.83, 425.36)]]"
335,836_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/836_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng026_34.jpg,"[[(887.48, 441.21), (893.99, 431.8), (888.2, 419.49), (877.35, 419.49), (872.28, 422.39), (872.28, 431.07), (871.56, 447.0), (870.11, 520.82), (886.76, 520.1), (886.03, 510.69), (890.37, 499.11), (898.34, 476.67), (893.27, 457.85), (894.72, 449.17), (891.1, 447.0)], [(1117.63, 416.6), (1108.23, 407.91), (1109.67, 399.23), (1116.91, 393.44), (1123.43, 391.27), (1132.11, 395.61), (1132.83, 405.02), (1135.73, 418.05), (1141.52, 424.56), (1141.52, 436.86), (1139.35, 452.79), (1138.62, 470.16), (1135.01, 483.18), (1132.83, 493.32), (1130.66, 506.34), (1141.52, 516.48), (1145.86, 528.78), (1153.82, 534.57), (1150.21, 546.15), (1143.69, 554.11), (1135.01, 555.56), (1140.07, 541.81), (1137.9, 536.02), (1130.66, 526.61), (1123.43, 518.65), (1119.81, 511.41), (1114.02, 531.68), (1114.02, 549.05), (1109.67, 552.67), (1098.82, 552.67), (1090.13, 554.11), (1100.27, 544.7), (1103.88, 523.72), (1107.5, 508.52), (1108.23, 492.59), (1111.85, 477.39), (1114.74, 465.09), (1114.02, 452.06), (1115.46, 431.07)]]"
339,840_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_54.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/840_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_54.jpg,"[[(612.95, 398.34), (616.3, 395.4), (611.7, 386.61), (611.7, 382.42), (607.09, 381.58), (606.67, 383.26), (604.58, 383.68), (602.9, 391.64), (603.32, 413.83), (603.74, 414.67), (606.67, 399.17), (605.83, 414.67), (610.86, 414.67), (614.21, 413.0), (610.86, 409.23), (610.44, 401.69)]]"
340,841_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_66.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/841_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng027_66.jpg,"[[(455.84, 494.14), (449.76, 536.79), (441.94, 535.92), (444.55, 485.54), (445.42, 469.04), (438.47, 467.22), (440.21, 462.09), (445.42, 451.67), (457.58, 443.77), (461.92, 435.95), (472.34, 433.43), (471.47, 442.12), (469.74, 448.98), (472.34, 453.32), (474.08, 464.7), (478.42, 477.64), (478.42, 484.59), (471.47, 485.54), (472.34, 473.38), (469.74, 481.98), (475.82, 499.35), (477.55, 516.81), (485.37, 519.42), (473.21, 532.36), (469.74, 522.8), (461.92, 494.14)]]"
345,846_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/846_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_46.jpg,"[[(550.35, 444.54), (546.01, 435.13), (556.86, 434.4), (561.93, 440.19), (574.23, 448.15), (572.79, 459.73), (567.0, 469.14), (567.72, 497.37), (561.93, 490.13), (555.42, 483.62), (549.63, 478.55), (548.18, 470.59), (540.94, 465.52), (539.49, 456.84), (542.39, 451.77), (543.84, 448.88)], [(450.47, 494.48), (450.47, 475.66), (453.37, 453.22), (445.0, 435.0), (455.0, 429.0), (460.6, 440.92), (465.67, 457.56), (472.18, 470.59), (475.8, 495.92), (473.63, 507.5), (478.7, 518.36), (483.04, 524.87), (482.32, 539.35), (475.08, 544.41), (473.63, 535.01), (461.33, 508.95), (462.05, 543.69), (449.75, 547.31), (441.79, 546.59), (445.4, 533.56), (450.47, 513.29), (449.75, 506.06)]]"
346,847_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/847_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng028_7.jpg,"[[(137.8, 449.89), (138.53, 443.38), (141.42, 438.31), (134.19, 426.73), (124.05, 431.07), (122.61, 441.93), (114.64, 451.34), (108.13, 468.71), (116.09, 470.16), (116.09, 492.59), (119.71, 496.94), (120.43, 558.46), (139.98, 557.73), (139.98, 546.15), (137.08, 534.57), (139.25, 511.41), (141.42, 492.59), (140.7, 481.74), (142.15, 473.78), (144.32, 467.26), (144.32, 458.58)], [(75.0, 427.61), (74.13, 419.8), (75.86, 412.85), (82.81, 411.98), (89.76, 420.67), (93.24, 432.83), (100.0, 461.0), (84.0, 461.0), (70.0, 461.0), (71.52, 444.12)]]"
367,868_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_10.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/868_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_10.jpg,"[[(395.71, 448.07), (395.13, 445.16), (398.04, 443.7), (400.37, 446.03), (401.53, 450.98), (403.57, 455.92), (402.4, 459.99), (402.98, 464.94), (401.24, 467.85), (400.37, 465.81), (398.0, 468.0), (396.0, 459.0), (395.13, 455.92), (394.84, 452.14)], [(376.11, 444.61), (377.59, 441.7), (380.5, 441.41), (381.63, 445.19), (381.63, 450.13), (381.37, 454.79), (381.37, 462.93), (379.05, 464.09), (377.3, 464.09), (376.43, 459.15), (375.26, 456.82), (373.81, 451.88), (374.97, 449.26)]]"
368,869_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_12.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/869_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_12.jpg,"[[(357.04, 451.28), (353.69, 447.09), (354.53, 443.74), (359.55, 445.41), (362.9, 449.18), (363.32, 458.4), (365.0, 463.01), (363.74, 473.48), (360.81, 475.99), (359.97, 469.71), (358.3, 468.03), (357.04, 460.49), (354.94, 455.89)], [(330.86, 454.55), (330.86, 447.84), (331.7, 443.24), (335.89, 441.56), (338.82, 444.91), (337.98, 449.94), (337.14, 458.32), (340.49, 462.92), (340.91, 470.04), (337.98, 470.88), (336.31, 467.11), (335.89, 471.3), (334.21, 468.37), (334.21, 460.83), (331.28, 458.73)]]"
369,870_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/870_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_16.jpg,"[[(188.91, 446.0), (190.92, 442.99), (186.9, 438.46), (184.89, 442.48), (182.38, 455.05), (183.39, 477.16), (191.93, 477.67), (194.95, 477.67), (191.43, 469.62), (190.42, 463.59), (190.42, 460.07), (190.42, 456.56), (191.93, 452.54), (192.43, 449.52)], [(219.07, 452.28), (217.56, 444.74), (221.08, 441.23), (224.6, 444.74), (227.62, 452.28), (230.13, 466.86), (230.13, 471.89), (229.63, 481.44), (223.09, 482.44), (223.09, 476.41), (224.1, 469.88), (222.09, 464.35), (219.57, 460.33)]]"
370,871_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/871_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng034_21.jpg,"[[(953.39, 452.79), (953.39, 465.85), (951.38, 474.4), (942.33, 472.39), (934.79, 469.88), (943.84, 464.85), (946.86, 454.8), (948.87, 444.24), (947.86, 432.68), (951.38, 426.65), (949.37, 420.12), (949.37, 415.59), (954.9, 416.1), (957.41, 422.13), (963.94, 425.65), (965.95, 433.69), (966.46, 445.75), (966.46, 462.34), (964.45, 470.88), (958.92, 470.88), (957.91, 461.83)]]"
406,907_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/907_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_24.jpg,"[[(829.0, 327.0), (848.53, 325.71), (852.38, 320.9), (858.64, 318.5), (857.19, 311.28), (861.04, 301.66), (869.22, 301.66), (872.1, 312.72), (879.8, 316.09), (883.65, 324.27), (890.38, 331.0), (895.19, 338.22), (896.15, 346.87), (894.23, 357.46), (890.38, 364.67), (887.98, 380.06), (889.9, 396.9), (884.13, 397.86), (877.87, 395.45), (876.43, 399.78), (861.04, 399.78), (860.0, 391.0), (870.66, 390.64), (870.66, 367.08), (873.06, 356.01), (875.95, 350.72), (860.08, 334.37), (857.19, 334.37), (846.13, 333.89), (831.22, 334.37)]]"
519,1100_9384c0535023e2c397071ac39971588a2173e8f442e020012248765779019d0edcca308c6f6216ace73a84f10424dd4387d024b2212dadd6550880ad7daecc60_21.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1100_9384c0535023e2c397071ac39971588a2173e8f442e020012248765779019d0edcca308c6f6216ace73a84f10424dd4387d024b2212dadd6550880ad7daecc60_21.jpg,"[[(605.92, 258.48), (607.91, 257.06), (607.06, 240.63), (608.19, 240.35), (610.17, 249.7), (609.89, 254.79), (618.39, 253.09), (615.56, 240.63), (615.84, 222.79), (616.41, 204.37), (597.0, 205.0), (596.0, 211.0), (597.43, 218.82), (598.56, 225.05), (598.56, 225.05), (600.83, 235.53), (602.0, 240.0)], [(535.22, 275.19), (529.56, 275.47), (527.01, 277.17), (536.64, 281.14), (543.44, 281.14), (544.29, 267.26), (545.42, 255.93), (545.99, 247.43), (548.25, 247.43), (548.25, 256.49), (549.1, 268.11), (548.25, 278.02), (555.05, 278.87), (556.47, 274.06), (554.77, 272.07), (555.9, 250.26), (555.33, 241.48), (558.17, 241.48), (558.17, 221.65), (559.02, 207.21), (557.03, 202.39), (550.8, 199.56), (550.8, 195.88), (552.79, 192.19), (551.94, 189.36), (549.67, 187.66), (545.14, 187.09), (543.72, 189.93), (543.15, 198.14), (538.06, 200.97), (533.24, 206.64), (531.26, 208.06), (536.64, 200.97), (539.47, 197.58), (538.91, 195.88), (535.22, 197.86), (530.97, 200.12), (527.29, 202.96), (527.29, 213.15), (528.71, 217.97), (533.81, 219.1), (530.97, 223.92), (531.26, 232.7), (530.12, 237.8), (530.41, 242.61), (536.36, 242.9)], [(636.23, 263.86), (631.14, 264.99), (631.99, 267.82), (641.33, 269.81), (645.3, 268.96), (648.13, 268.39), (646.43, 264.14), (648.41, 242.61), (648.98, 231.0), (650.96, 230.15), (652.66, 225.33), (650.68, 224.2), (652.95, 211.74), (653.8, 201.82), (650.11, 200.12), (652.95, 197.58), (653.23, 191.63), (651.25, 188.79), (647.85, 187.38), (643.88, 189.08), (640.48, 193.61), (642.75, 194.18), (641.33, 196.16), (643.32, 198.42), (638.22, 199.27), (635.95, 202.11), (630.57, 198.71), (629.44, 195.59), (626.32, 194.46), (622.92, 192.48), (620.94, 192.48), (621.22, 193.89), (624.62, 195.03), (627.45, 199.27), (628.02, 202.39), (630.29, 205.79), (636.52, 210.04), (635.38, 221.09), (635.67, 236.95)]]"
566,1147_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_37.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1147_03be5f142025ef1992088b7902bd9f0492b17fc8ac12d591f4ee97a22a3d5b3064fb4d7928db91089eb7f63c5f53fe3332cb92f8ecbf85692a408628a704b515_37.jpg,"[[(65.63, 260.72), (68.79, 255.36), (70.01, 250.49), (72.45, 243.67), (79.27, 240.26), (79.02, 237.83), (79.02, 234.66), (84.14, 233.68), (85.36, 233.93), (84.38, 238.56), (87.3, 242.45), (88.52, 250.25), (89.25, 257.31), (90.23, 262.91), (90.23, 266.32), (90.71, 270.71), (87.55, 271.68), (87.55, 268.27), (87.79, 264.13), (85.84, 261.94), (83.65, 266.32), (81.46, 270.46), (83.89, 275.33), (85.11, 280.94), (84.38, 285.81), (86.09, 290.92), (87.3, 295.55), (91.2, 295.79), (91.69, 298.96), (84.87, 299.2), (82.19, 291.41), (82.43, 282.88), (80.97, 280.45), (79.75, 287.02), (80.24, 294.58), (80.97, 296.77), (82.43, 296.77), (82.92, 300.18), (77.07, 299.45), (75.61, 289.22), (77.07, 278.74), (78.05, 274.36), (75.13, 270.46), (72.69, 264.86), (72.69, 258.77), (70.01, 260.96), (68.06, 263.4), (65.87, 263.89)], [(145.2, 243.09), (144.36, 237.17), (144.78, 229.28), (146.19, 226.6), (147.74, 225.19), (148.44, 222.8), (149.01, 220.12), (152.81, 219.98), (152.53, 222.51), (153.94, 223.22), (153.94, 224.63), (153.52, 228.01), (155.35, 229.98), (155.91, 233.51), (154.08, 238.02), (152.0, 240.0), (152.25, 248.59), (152.25, 251.13), (151.97, 260.01), (151.69, 262.97), (155.35, 263.53), (155.35, 264.8), (149.57, 265.5), (147.88, 266.49), (144.5, 266.49), (144.5, 263.81), (143.23, 260.99), (145.91, 256.76), (147.74, 254.65), (146.75, 248.31), (146.61, 243.94)]]"
585,1166_1ccd1be0603658d2951ec34ea3636044273fcbac6995335a159cea357cb3b240711c45ba1a6c2908effb3f747205c7a9d256947d8811ef98146cc22ec9be58b3_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1166_1ccd1be0603658d2951ec34ea3636044273fcbac6995335a159cea357cb3b240711c45ba1a6c2908effb3f747205c7a9d256947d8811ef98146cc22ec9be58b3_0.jpg,"[[(889.3, 267.0), (891.12, 258.14), (888.85, 248.6), (884.31, 246.33), (883.17, 243.38), (880.22, 243.38), (879.31, 246.33), (880.45, 251.78), (879.99, 260.87), (881.58, 265.64)], [(872.81, 264.37), (879.17, 265.5), (879.4, 256.64), (876.22, 252.78), (877.36, 248.69), (877.81, 245.52), (875.31, 245.06), (872.81, 245.74), (873.95, 249.6), (871.45, 250.51)]]"
