,name,path,drum
451,1002_3384acfed3c8387ffd3abc24dbee56814976ad346e500ea53c2fc30db9ecc8eff63c6e96235a049b772cb7257a3d566d20a772cc944f683c6fe880d692c94d32_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1002_3384acfed3c8387ffd3abc24dbee56814976ad346e500ea53c2fc30db9ecc8eff63c6e96235a049b772cb7257a3d566d20a772cc944f683c6fe880d692c94d32_26.jpg,"[[(443.33, 410.07), (436.19, 365.82), (421.2, 362.96), (407.64, 368.67), (414.78, 416.49)], [(495.43, 389.37), (498.99, 375.09), (501.85, 345.12), (524.69, 340.12), (530.4, 347.97), (529.68, 394.36), (509.7, 394.36)], [(309.86, 422.91), (309.15, 374.38), (326.99, 367.24), (334.13, 367.96), (341.26, 420.77)], [(232.44, 460.77), (227.3, 401.67), (236.72, 396.53), (250.42, 396.53), (257.28, 399.96), (270.98, 457.34)], [(386.94, 388.66), (387.66, 350.11), (399.08, 349.4), (409.78, 350.83), (411.21, 391.51)], [(387.66, 425.77), (397.65, 367.96), (422.63, 370.81), (429.05, 430.05)]]"
452,1003_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1003_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_0.jpg,"[[(656.85, 360.93), (667.97, 354.68), (672.14, 351.2), (683.25, 292.14), (697.84, 290.06), (706.88, 292.14), (711.74, 292.84), (707.57, 353.29), (715.21, 356.07), (716.6, 365.1), (713.13, 374.13), (700.62, 379.69), (676.3, 376.91), (661.71, 374.83)], [(524.32, 288.71), (529.14, 250.11), (534.45, 248.66), (539.28, 245.77), (542.17, 245.77), (546.03, 250.11), (548.93, 250.59), (549.89, 290.16)], [(478.96, 257.35), (482.82, 226.47), (488.61, 222.61), (496.33, 223.09), (499.23, 230.81), (500.19, 252.52), (503.57, 256.38), (503.57, 258.79), (492.96, 260.24), (483.79, 260.24)], [(446.76, 221.89), (448.84, 214.68), (450.95, 203.28), (458.14, 202.81), (460.47, 203.51), (459.54, 213.51), (459.54, 219.8), (461.4, 221.66), (460.26, 224.22), (451.88, 224.22)], [(455.77, 232.61), (458.57, 228.7), (461.36, 213.07), (466.94, 211.95), (471.97, 212.51), (471.97, 219.49), (473.37, 230.1), (475.6, 233.17), (474.2, 234.57), (462.2, 236.52)], [(435.83, 210.02), (436.97, 206.3), (436.76, 197.46), (441.16, 195.6), (443.72, 195.83), (443.97, 202.58), (444.2, 205.6), (446.53, 207.7), (446.04, 209.56), (442.09, 210.02)], [(460.26, 204.91), (460.03, 193.97), (464.22, 192.57), (467.94, 193.04), (468.15, 200.72), (467.71, 205.37), (464.22, 206.07)], [(726.21, 212.62), (727.01, 199.35), (733.04, 199.75), (735.0, 217.0), (725.4, 216.64)], [(688.81, 210.21), (689.62, 199.75), (696.45, 199.75), (696.45, 211.01)], [(198.0, 228.0), (198.97, 210.05), (206.23, 210.05), (211.25, 225.97), (203.71, 228.2)], [(251.91, 212.12), (251.68, 200.02), (259.12, 198.85), (260.75, 212.12), (255.86, 213.28)]]"
453,1004_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_12.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1004_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_12.jpg,"[[(422.68, 202.27), (423.65, 194.12), (428.89, 194.12), (428.31, 203.82)], [(302.0, 203.0), (302.31, 193.83), (306.73, 192.67), (308.13, 201.27)], [(418.0, 199.0), (419.19, 192.38), (422.49, 192.38), (422.88, 199.55)], [(427.92, 208.28), (428.89, 196.64), (435.29, 196.45), (436.06, 209.44)], [(276.02, 207.33), (276.25, 199.65), (281.6, 199.18), (281.83, 207.56)], [(268.47, 210.04), (268.47, 199.59), (272.89, 199.59), (274.9, 210.45)], [(249.17, 213.26), (249.97, 199.99), (258.42, 199.99), (259.62, 214.07)], [(215.0, 220.0), (214.99, 204.01), (223.84, 204.41), (227.05, 218.89)], [(638.39, 223.71), (637.19, 208.84), (643.22, 207.63), (647.64, 221.7)], [(618.0, 223.0), (622.31, 206.83), (628.0, 207.0), (628.0, 225.0)], [(466.0, 222.0), (468.71, 203.61), (476.75, 203.21), (479.97, 220.9)], [(439.32, 214.95), (439.32, 200.07), (448.16, 200.07), (448.56, 217.36)], [(721.09, 247.8), (718.77, 227.54), (729.19, 224.64), (734.98, 248.96)], [(653.92, 247.8), (655.0, 225.0), (664.0, 225.0), (666.08, 248.38)], [(593.12, 245.49), (597.76, 221.17), (608.18, 220.59), (609.92, 246.64)], [(519.01, 248.38), (520.17, 245.49), (523.64, 222.9), (538.12, 221.17), (538.12, 246.07), (541.59, 251.86), (527.12, 253.59)], [(70.0, 257.0), (69.7, 232.17), (83.0, 231.0), (86.0, 258.0)], [(479.64, 277.91), (486.01, 238.54), (501.64, 239.7), (506.85, 275.59), (508.59, 279.07), (497.01, 280.23)]]"
454,1005_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1005_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_30.jpg,"[[(428.27, 207.51), (429.67, 195.5), (436.09, 196.06), (435.81, 210.86)], [(41.0, 275.0), (42.1, 271.45), (41.26, 243.25), (54.94, 242.97), (57.45, 270.06), (60.0, 274.0), (47.68, 275.08)], [(231.0, 217.0), (230.58, 206.11), (236.16, 205.56), (236.72, 218.12)], [(99.0, 256.0), (99.9, 251.91), (99.9, 232.08), (110.51, 231.52), (113.3, 253.03), (113.58, 255.26), (103.25, 256.38)], [(179.2, 229.29), (180.03, 213.93), (185.9, 213.1), (189.25, 228.73)], [(213.82, 224.54), (213.82, 209.47), (221.08, 209.19), (223.32, 225.1)], [(235.88, 219.24), (237.28, 207.23), (243.42, 206.67), (245.1, 219.8)], [(497.01, 287.17), (502.8, 245.49), (518.43, 242.59), (525.96, 242.59), (523.06, 287.75)], [(450.0, 232.0), (450.86, 212.74), (458.09, 212.34), (462.11, 212.74), (463.72, 232.84), (457.29, 233.65)], [(434.13, 213.1), (435.81, 200.25), (442.23, 199.97), (444.47, 215.05), (438.32, 215.89)]]"
455,1006_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1006_70f92f0514530b6a9ea5e323354178d27f9294b6d2786d65d220c8aa95b2f87b603607097fd6da3db4ca698aff775c143125ccff4964267bfe7ec8f94e52604e_39.jpg,"[[(429.32, 212.45), (430.29, 199.07), (438.04, 198.49), (439.4, 214.77)], [(441.97, 229.46), (442.77, 219.41), (442.77, 210.16), (453.23, 209.76), (457.65, 227.86), (458.86, 230.67), (448.4, 232.28)], [(431.2, 218.29), (432.36, 210.14), (433.33, 202.97), (441.09, 202.97), (443.03, 218.09)], [(52.1, 262.8), (52.1, 239.08), (63.36, 237.47), (69.79, 261.99), (60.95, 264.0)], [(104.62, 254.8), (105.42, 233.08), (118.0, 234.0), (118.69, 254.8)], [(148.04, 243.94), (150.05, 240.72), (149.25, 221.83), (159.3, 220.22), (161.71, 239.52), (161.71, 242.73), (157.29, 243.14)], [(489.0, 288.0), (493.04, 247.56), (499.87, 244.74), (502.69, 242.33), (507.11, 244.74), (511.53, 245.55), (515.0, 290.0)]]"
456,1007_4591a3c21c36c0dceb11bdadae24d07e00709547595aca30972644599d26215679794701abb49911ea435edc4200c564df2602b69ec2da1a178f9f5948539b1f_32.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1007_4591a3c21c36c0dceb11bdadae24d07e00709547595aca30972644599d26215679794701abb49911ea435edc4200c564df2602b69ec2da1a178f9f5948539b1f_32.jpg,"[[(145.88, 345.57), (147.27, 340.02), (150.75, 306.66), (167.42, 306.66), (175.76, 335.85), (179.0, 346.0), (161.0, 346.0)]]"
457,1008_4591a3c21c36c0dceb11bdadae24d07e00709547595aca30972644599d26215679794701abb49911ea435edc4200c564df2602b69ec2da1a178f9f5948539b1f_52.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1008_4591a3c21c36c0dceb11bdadae24d07e00709547595aca30972644599d26215679794701abb49911ea435edc4200c564df2602b69ec2da1a178f9f5948539b1f_52.jpg,"[[(222.95, 332.84), (228.18, 328.02), (229.38, 297.86), (245.87, 298.67), (250.29, 321.99), (256.32, 326.81), (255.12, 334.45), (235.82, 334.45)]]"
459,1010_031ad9d073d53622ee7098345048531bda6487073dbc042366a5396cac00287ded830ff238d7286642a53628598807958f01952ce9c95ec8d830569cff2cadd9_20.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1010_031ad9d073d53622ee7098345048531bda6487073dbc042366a5396cac00287ded830ff238d7286642a53628598807958f01952ce9c95ec8d830569cff2cadd9_20.jpg,"[[(674.0, 303.0), (672.21, 263.51), (657.19, 263.51), (656.5, 303.11)], [(723.41, 376.85), (731.61, 366.61), (739.12, 314.72), (768.47, 313.35), (767.11, 372.75), (773.25, 376.17), (768.47, 382.31), (733.65, 387.77)], [(632.61, 314.72), (634.66, 311.99), (638.07, 273.07), (659.92, 275.8), (659.23, 311.99), (661.28, 320.86), (641.48, 319.5)], [(606.0, 269.0), (606.36, 245.58), (616.6, 245.58), (617.0, 271.0)], [(561.41, 268.91), (562.0, 246.0), (575.0, 246.0), (574.49, 269.47)], [(576.77, 233.06), (577.91, 247.29), (588.72, 248.42), (587.01, 233.06)], [(550.0, 231.0), (549.46, 247.85), (559.13, 247.29), (559.13, 231.35)], [(15.0, 314.0), (15.21, 283.7), (25.45, 283.13), (28.0, 311.0)], [(31.14, 309.3), (27.72, 284.84), (33.98, 279.72), (38.53, 279.72), (41.95, 308.16)], [(43.09, 297.35), (39.1, 275.73), (47.64, 272.89), (51.05, 294.51)]]"
460,1011_031ad9d073d53622ee7098345048531bda6487073dbc042366a5396cac00287ded830ff238d7286642a53628598807958f01952ce9c95ec8d830569cff2cadd9_36.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1011_031ad9d073d53622ee7098345048531bda6487073dbc042366a5396cac00287ded830ff238d7286642a53628598807958f01952ce9c95ec8d830569cff2cadd9_36.jpg,"[[(691.36, 267.43), (693.63, 245.81), (704.0, 247.0), (703.31, 269.7)], [(127.0, 282.0), (126.63, 260.33), (137.69, 261.12), (137.69, 282.85)], [(230.93, 269.81), (230.54, 249.66), (238.84, 248.48), (242.79, 271.0)], [(287.43, 264.68), (288.62, 242.55), (298.1, 241.37), (300.08, 266.26)], [(334.85, 254.8), (334.45, 236.23), (343.15, 238.2), (345.12, 255.98)], [(345.91, 250.06), (346.7, 235.04), (353.42, 235.44), (354.6, 252.03)], [(356.97, 247.69), (356.97, 230.7), (367.0, 230.0), (367.0, 248.0)], [(707.23, 322.62), (712.35, 279.94), (731.7, 281.65), (731.13, 325.46)], [(781.25, 326.6), (789.79, 285.06), (807.99, 283.93), (807.43, 329.44)]]"
461,1012_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1012_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_10.jpg,"[[(586.6, 287.96), (588.9, 258.0), (604.05, 258.66), (605.04, 282.04), (607.0, 290.0), (604.0, 293.0), (591.21, 292.9)], [(588.91, 248.01), (588.75, 231.02), (596.21, 231.02), (597.33, 248.49)], [(577.0, 252.94), (577.16, 236.26), (585.58, 236.26), (587.32, 252.14), (585.89, 255.32), (577.64, 255.0)], [(625.1, 339.3), (631.24, 338.61), (633.97, 292.19), (652.41, 286.73), (660.6, 290.82), (659.23, 337.25), (667.43, 341.35), (665.38, 344.76), (632.61, 347.49)], [(720.68, 451.27), (736.39, 441.71), (749.36, 367.29), (773.94, 360.46), (786.91, 365.24), (793.05, 375.48), (784.86, 443.08), (795.78, 450.59), (797.15, 456.73), (787.59, 467.65), (766.43, 470.39), (730.92, 464.24)]]"
462,1013_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1013_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_26.jpg,"[[(247.17, 263.2), (247.17, 244.43), (256.0, 245.0), (256.39, 264.19)], [(121.49, 297.96), (120.54, 269.51), (132.39, 268.09), (136.19, 297.96)], [(67.44, 304.6), (66.49, 277.1), (76.45, 276.62), (80.24, 305.07)], [(680.4, 296.97), (682.45, 293.55), (686.54, 266.24), (701.56, 264.88), (701.56, 298.33), (702.93, 303.79), (687.23, 301.75)], [(691.32, 343.39), (698.83, 338.61), (704.3, 292.87), (728.19, 292.87), (729.56, 339.3), (730.24, 347.49), (704.98, 347.49)], [(644.91, 257.6), (645.9, 239.17), (654.46, 238.51), (655.78, 260.57)], [(31.0, 315.0), (29.0, 283.0), (44.0, 281.0), (47.0, 312.0)]]"
463,1014_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_52.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1014_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_52.jpg,"[[(130.85, 257.91), (138.36, 257.23), (141.1, 275.67), (132.22, 277.71)], [(48.72, 292.46), (47.35, 270.61), (56.23, 269.25), (58.28, 291.1)], [(127.44, 294.1), (127.44, 268.15), (137.0, 267.47), (137.68, 295.46)], [(167.72, 283.18), (167.72, 261.33), (177.96, 259.96), (179.33, 281.81)], [(225.76, 268.16), (225.07, 249.04), (236.0, 247.67), (235.31, 266.79)], [(145.87, 274.98), (143.14, 256.55), (154.75, 255.18), (156.8, 274.3)], [(704.36, 270.2), (705.05, 246.31), (718.02, 245.62), (718.02, 274.3)], [(663.0, 254.0), (664.0, 237.0), (673.64, 236.75), (673.0, 256.0)]]"
464,1015_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_90.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1015_16189937a652487f4808f88e6b073aec39a3bb6b0d415f344e96eeafdf563982594c83015a5ded12131078cb653941a3f361a09c43f973ea837690830d562581_90.jpg,"[[(687.09, 307.31), (686.52, 270.9), (667.0, 267.0), (666.0, 308.0)], [(755.02, 403.41), (765.27, 391.46), (774.94, 331.72), (806.8, 330.58), (803.39, 395.44), (814.76, 409.1), (814.2, 418.2), (785.75, 419.34), (757.3, 411.94)], [(646.12, 324.38), (650.68, 281.71), (669.45, 280.57), (675.14, 283.98), (673.44, 324.95)], [(565.33, 268.62), (565.33, 247.0), (576.71, 247.0), (577.28, 271.47)], [(609.71, 269.19), (611.99, 247.0), (622.23, 246.43), (623.94, 272.6)], [(558.51, 247.57), (556.8, 229.36), (549.4, 229.93), (548.26, 247.57)], [(11.17, 314.14), (8.32, 284.55), (19.13, 282.28), (23.68, 312.43)], [(0.36, 287.4), (3.77, 286.83), (7.75, 317.55), (0.0, 318.12)], [(25.39, 298.78), (22.55, 277.16), (30.51, 276.59), (33.36, 297.07)], [(580.13, 246.43), (580.13, 229.93), (589.8, 230.5), (589.23, 247.57)]]"
465,1016_058641c03ee86fc56801f7a234b293c75d7a0324beed4a5b791c67f7dd03bb3aa43b8a27188a88e283cf4f22419598add3c602053f5cf7ea4789b7f218254bfd_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1016_058641c03ee86fc56801f7a234b293c75d7a0324beed4a5b791c67f7dd03bb3aa43b8a27188a88e283cf4f22419598add3c602053f5cf7ea4789b7f218254bfd_0.jpg,"[[(194.9, 259.52), (195.36, 246.95), (202.0, 247.0), (202.58, 259.75)], [(207.0, 253.93), (205.84, 244.39), (211.0, 244.0), (212.58, 253.23)], [(86.08, 324.4), (88.09, 317.56), (88.09, 287.41), (102.16, 287.0), (103.77, 291.03), (106.59, 319.17), (112.22, 323.59), (110.21, 328.02), (92.11, 328.42)], [(171.72, 275.34), (171.32, 258.46), (180.57, 257.25), (182.18, 277.35)]]"
466,1017_058641c03ee86fc56801f7a234b293c75d7a0324beed4a5b791c67f7dd03bb3aa43b8a27188a88e283cf4f22419598add3c602053f5cf7ea4789b7f218254bfd_22.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1017_058641c03ee86fc56801f7a234b293c75d7a0324beed4a5b791c67f7dd03bb3aa43b8a27188a88e283cf4f22419598add3c602053f5cf7ea4789b7f218254bfd_22.jpg,"[[(125.77, 351.1), (126.0, 305.0), (146.03, 305.26), (147.96, 348.69), (153.27, 351.58), (144.1, 353.99), (130.59, 352.55)], [(205.02, 273.49), (205.42, 260.23), (212.66, 260.63), (213.86, 273.09)], [(231.0, 267.0), (232.59, 277.8), (252.0, 277.0), (251.0, 266.0)]]"
467,1018_058641c03ee86fc56801f7a234b293c75d7a0324beed4a5b791c67f7dd03bb3aa43b8a27188a88e283cf4f22419598add3c602053f5cf7ea4789b7f218254bfd_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1018_058641c03ee86fc56801f7a234b293c75d7a0324beed4a5b791c67f7dd03bb3aa43b8a27188a88e283cf4f22419598add3c602053f5cf7ea4789b7f218254bfd_38.jpg,"[[(112.26, 307.67), (112.0, 300.0), (114.0, 277.0), (128.18, 278.24), (130.59, 300.43), (132.52, 305.26), (123.84, 308.64)]]"
468,1019_0c6ddd3b2117038e2e81cad385c63d419e3a80293f327cfa206b0f32451907f2d71dbe3cec0f3d5279ee3f7fc62056ae08128798c125fa48fe93050bf1513a40_36.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1019_0c6ddd3b2117038e2e81cad385c63d419e3a80293f327cfa206b0f32451907f2d71dbe3cec0f3d5279ee3f7fc62056ae08128798c125fa48fe93050bf1513a40_36.jpg,"[[(98.41, 286.15), (97.44, 235.97), (114.33, 233.08), (125.91, 279.4), (130.74, 283.26), (123.02, 286.63), (108.54, 288.08)], [(365.81, 193.04), (365.81, 175.75), (375.87, 174.94), (378.28, 194.24)], [(418.49, 175.75), (420.1, 163.28), (424.12, 163.28), (426.53, 175.34)]]"
469,1020_0c6ddd3b2117038e2e81cad385c63d419e3a80293f327cfa206b0f32451907f2d71dbe3cec0f3d5279ee3f7fc62056ae08128798c125fa48fe93050bf1513a40_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1020_0c6ddd3b2117038e2e81cad385c63d419e3a80293f327cfa206b0f32451907f2d71dbe3cec0f3d5279ee3f7fc62056ae08128798c125fa48fe93050bf1513a40_50.jpg,"[[(528.66, 228.06), (508.4, 237.71), (497.78, 238.19), (495.37, 228.54), (502.61, 219.86), (508.4, 215.51), (514.67, 213.58), (522.39, 214.07), (526.25, 218.41)], [(383.43, 200.07), (383.83, 176.35), (393.48, 175.54), (398.3, 197.66), (390.26, 199.27)], [(404.33, 190.82), (403.93, 173.94), (413.98, 173.13), (415.19, 190.82)]]"
470,1021_0c6ddd3b2117038e2e81cad385c63d419e3a80293f327cfa206b0f32451907f2d71dbe3cec0f3d5279ee3f7fc62056ae08128798c125fa48fe93050bf1513a40_63.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1021_0c6ddd3b2117038e2e81cad385c63d419e3a80293f327cfa206b0f32451907f2d71dbe3cec0f3d5279ee3f7fc62056ae08128798c125fa48fe93050bf1513a40_63.jpg,"[[(446.49, 169.04), (447.83, 158.32), (454.53, 158.32), (453.86, 170.05)], [(424.04, 179.77), (426.05, 164.69), (433.08, 166.03), (434.42, 180.77)], [(368.41, 209.59), (369.08, 181.78), (383.49, 182.45), (384.5, 207.91)], [(176.43, 300.43), (177.39, 235.3), (208.28, 235.3), (212.62, 303.81)]]"
471,1022_32c8a3cd19df7b5ab32ef5901bf819fe5c35dd62634540ce2948da0b164a179c6a9ce78faac5fe46a39f796a50c9b1f7078e022279e72d34193bdad971be808e_1.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1022_32c8a3cd19df7b5ab32ef5901bf819fe5c35dd62634540ce2948da0b164a179c6a9ce78faac5fe46a39f796a50c9b1f7078e022279e72d34193bdad971be808e_1.jpg,"[[(143.78, 267.22), (144.18, 238.27), (157.05, 237.06), (159.86, 267.62)]]"
475,1026_67d2efa11165655d87969b28b9d4f36a02d279a780e36f1ab66bb184f0f655b067d4ce336a0e7817982d57e98ab25e57bc28331811462bea0203714b7827681e_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1026_67d2efa11165655d87969b28b9d4f36a02d279a780e36f1ab66bb184f0f655b067d4ce336a0e7817982d57e98ab25e57bc28331811462bea0203714b7827681e_0.jpg,"[[(619.71, 254.74), (621.79, 285.59), (604.75, 285.36), (602.67, 255.66)], [(589.0, 306.0), (588.0, 268.0), (605.0, 269.0), (611.0, 305.0)], [(595.83, 324.98), (588.9, 316.39), (584.94, 284.3), (563.74, 280.29), (563.74, 329.57), (587.81, 330.71)], [(529.0, 362.0), (536.81, 355.35), (535.09, 299.77), (554.0, 299.77), (562.6, 302.64), (566.61, 349.62), (575.2, 355.35), (575.2, 359.93), (560.0, 366.0), (540.0, 367.0)], [(412.69, 468.94), (427.82, 467.56), (426.45, 375.43), (461.51, 367.18), (472.51, 376.8), (479.39, 400.18), (484.89, 451.06), (493.14, 454.5), (497.95, 457.94), (502.77, 468.94), (500.7, 474.44), (484.0, 487.0), (459.0, 489.0), (428.51, 490.25), (416.13, 482.0)], [(95.5, 423.3), (100.76, 417.09), (91.21, 361.7), (111.74, 355.97), (123.68, 413.75), (130.36, 416.13), (129.88, 422.82), (112.69, 428.07)], [(237.79, 364.57), (239.23, 362.18), (237.79, 317.77), (252.6, 313.95), (259.28, 318.25), (265.01, 356.45), (270.26, 361.7), (266.92, 368.86), (250.21, 368.86)], [(341.88, 329.71), (342.84, 291.51), (361.46, 289.6), (371.01, 325.89), (371.97, 332.1), (363.85, 333.53), (350.96, 333.05)], [(392.58, 312.6), (392.91, 311.27), (391.58, 281.43), (406.5, 279.77), (410.15, 307.96), (413.47, 311.6), (407.17, 313.59), (398.55, 314.59)], [(430.0, 302.0), (430.71, 270.82), (444.64, 270.49), (449.0, 301.0)], [(453.92, 290.71), (453.59, 262.53), (467.85, 261.87), (469.51, 289.72)]]"
476,1027_67d2efa11165655d87969b28b9d4f36a02d279a780e36f1ab66bb184f0f655b067d4ce336a0e7817982d57e98ab25e57bc28331811462bea0203714b7827681e_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1027_67d2efa11165655d87969b28b9d4f36a02d279a780e36f1ab66bb184f0f655b067d4ce336a0e7817982d57e98ab25e57bc28331811462bea0203714b7827681e_10.jpg,"[[(35.9, 495.07), (37.28, 475.13), (19.4, 404.31), (24.21, 385.05), (42.09, 385.74), (52.4, 392.62), (73.03, 473.75), (80.59, 477.88), (84.03, 484.06), (80.59, 492.31), (71.66, 498.5), (55.15, 501.94)], [(661.89, 333.0), (655.02, 333.58), (656.74, 324.98), (645.28, 282.58), (637.26, 256.8), (640.69, 247.63), (645.28, 243.05), (653.3, 244.19), (664.19, 252.79), (668.77, 269.98), (673.93, 281.44), (677.94, 294.61), (683.09, 334.72), (675.07, 334.15)], [(654.44, 355.53), (661.6, 351.16), (670.35, 302.21), (690.65, 300.62), (693.83, 305.4), (695.02, 353.15), (701.39, 358.32), (700.2, 362.7), (687.46, 363.89), (662.4, 364.29)], [(676.04, 443.5), (686.35, 441.43), (701.48, 365.11), (708.35, 357.55), (737.92, 356.86), (745.48, 360.3), (740.67, 447.62), (743.42, 459.31), (731.73, 469.62), (706.98, 469.62), (689.79, 468.25), (676.72, 461.37)]]"
478,1029_317e025403323be24ac31bcc1a54960eb3500f4b291c948d8cd9a1cae2afdbd2e78c58096e9f86281dc5f2cf0a58b57bd2c322b9070f4ea218d01d3ee9377b42_31.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1029_317e025403323be24ac31bcc1a54960eb3500f4b291c948d8cd9a1cae2afdbd2e78c58096e9f86281dc5f2cf0a58b57bd2c322b9070f4ea218d01d3ee9377b42_31.jpg,"[[(354.22, 270.58), (354.62, 249.89), (364.17, 247.1), (365.76, 272.17)], [(368.0, 272.0), (366.95, 241.93), (374.91, 241.14), (385.0, 271.0)], [(190.81, 343.56), (192.77, 339.74), (190.81, 299.63), (207.52, 298.2), (211.82, 316.82), (215.16, 328.75), (217.6, 336.87), (218.5, 340.21), (214.21, 341.65), (204.18, 344.99)], [(252.0, 324.0), (254.79, 284.35), (266.78, 282.44), (266.3, 330.19)], [(288.0, 331.0), (280.1, 286.26), (268.16, 286.74), (267.0, 334.0)], [(325.03, 286.26), (326.89, 258.56), (336.44, 260.95), (334.1, 288.65)], [(68.14, 406.11), (68.14, 346.42), (88.15, 344.03), (98.18, 393.21), (102.47, 399.42), (102.95, 402.76), (96.27, 407.54), (87.2, 408.49), (81.94, 408.97)]]"
479,1030_317e025403323be24ac31bcc1a54960eb3500f4b291c948d8cd9a1cae2afdbd2e78c58096e9f86281dc5f2cf0a58b57bd2c322b9070f4ea218d01d3ee9377b42_5.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1030_317e025403323be24ac31bcc1a54960eb3500f4b291c948d8cd9a1cae2afdbd2e78c58096e9f86281dc5f2cf0a58b57bd2c322b9070f4ea218d01d3ee9377b42_5.jpg,"[[(980.01, 318.56), (980.7, 282.81), (993.76, 282.12), (995.83, 317.88)], [(920.88, 303.64), (920.19, 270.64), (935.32, 269.95), (937.38, 305.71)], [(960.07, 300.21), (958.7, 267.89), (973.14, 267.2), (973.82, 304.33)], [(859.0, 288.52), (861.06, 258.26), (874.81, 257.58), (874.81, 288.52)], [(817.06, 279.58), (818.43, 252.08), (833.56, 254.14), (834.93, 281.64)]]"
