,name,path,machine
405,906_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_17.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/906_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_17.jpg,"[[(587.47, 251.19), (577.85, 252.39), (572.24, 259.2), (564.62, 254.79), (564.62, 248.78), (569.83, 237.16), (571.84, 224.33), (586.27, 219.92), (592.68, 205.89), (594.69, 205.09), (599.5, 223.53), (609.52, 217.12), (615.53, 229.54), (615.53, 240.77), (619.14, 253.19), (622.74, 264.01), (605.11, 267.62), (594.69, 265.62)]]"
406,907_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/907_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_24.jpg,"[[(656.32, 315.55), (645.23, 317.63), (640.39, 307.24), (643.16, 285.08), (651.47, 282.31), (663.24, 262.91), (672.25, 257.37), (678.48, 228.28), (674.32, 226.9), (675.02, 220.67), (680.56, 218.59), (677.09, 213.05), (697.87, 208.89), (715.88, 208.2), (744.28, 210.97), (742.89, 213.74), (745.66, 232.44), (751.2, 207.51), (759.52, 202.66), (751.9, 186.73), (765.06, 177.03), (767.83, 161.79), (782.37, 162.49), (797.61, 209.58), (798.3, 233.83), (799.69, 282.31), (802.46, 294.77), (805.23, 295.47), (805.92, 301.7), (801.76, 302.39), (795.53, 338.41), (812.15, 341.18), (813.54, 325.94), (829.47, 327.33), (830.85, 355.03), (832.93, 369.58), (836.4, 379.27), (859.94, 384.12), (860.64, 394.51), (765.75, 404.9), (751.9, 357.8), (753.28, 343.26), (760.21, 330.1), (768.52, 328.02), (763.67, 316.25), (769.9, 298.24), (773.37, 261.53), (773.37, 232.44), (763.67, 256.68), (756.74, 294.08), (760.21, 304.47), (757.44, 316.94), (746.36, 335.64), (727.66, 329.41), (721.42, 307.93), (703.41, 310.7), (691.64, 310.7), (693.02, 325.25), (680.56, 333.56), (668.78, 332.18), (665.32, 324.56)], [(581.59, 268.47), (597.95, 267.99), (601.31, 261.74), (596.5, 251.16), (596.5, 241.54), (586.88, 232.88), (574.38, 232.88), (567.64, 240.1), (565.72, 248.75), (558.99, 267.03)], [(637.39, 302.74), (626.42, 294.08), (613.72, 288.89), (616.61, 253.1), (628.15, 251.95), (632.19, 236.36), (635.65, 220.78), (645.47, 209.81), (654.12, 220.2), (668.55, 227.71), (677.21, 232.9), (672.25, 257.37), (663.24, 262.91), (651.47, 282.31), (643.16, 285.08)]]"
407,908_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/908_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_30.jpg,"[[(663.74, 288.47), (656.82, 289.04), (653.93, 299.43), (641.23, 299.43), (640.08, 287.31), (609.49, 287.31), (609.49, 296.55), (597.95, 295.97), (596.21, 275.19), (603.72, 270.57), (605.45, 253.84), (623.92, 246.33), (625.65, 242.87), (614.68, 234.79), (611.8, 231.33), (611.22, 226.13), (612.38, 219.2), (597.95, 206.51), (575.44, 207.66), (555.0, 201.0), (569.09, 185.15), (566.2, 176.49), (573.13, 175.34), (573.7, 171.3), (576.01, 170.72), (576.59, 175.92), (585.25, 175.92), (585.25, 169.57), (588.13, 171.88), (595.64, 175.92), (598.52, 169.57), (600.83, 174.76), (608.91, 174.76), (610.64, 170.14), (620.46, 173.61), (625.07, 188.61), (626.23, 201.31), (644.7, 210.55), (658.55, 215.74), (681.64, 213.43), (692.03, 214.01), (697.8, 220.36), (710.5, 197.27), (712.8, 190.35), (719.73, 194.39), (724.35, 202.47), (727.81, 214.01), (722.62, 218.05), (721.46, 232.48), (730.7, 234.21), (731.85, 244.6), (736.12, 247.26), (719.38, 254.18), (722.27, 266.3), (685.33, 300.93)], [(722.27, 386.35), (694.57, 385.2), (656.47, 354.61), (666.0, 345.0), (684.18, 330.37), (682.44, 318.82), (685.33, 300.93), (722.27, 266.3), (719.38, 254.18), (736.12, 247.26), (769.02, 248.99), (806.54, 258.8), (797.88, 289.39), (804.23, 298.05), (805.38, 351.15), (805.38, 363.27), (801.19, 366.51), (759.21, 374.81), (731.5, 374.81)], [(604.29, 263.65), (600.0, 271.0), (588.0, 273.0), (584.0, 260.0), (582.0, 252.0), (585.25, 238.83), (600.25, 236.52), (611.22, 226.13), (611.8, 231.33), (614.68, 234.79), (625.65, 242.87), (623.92, 246.33), (605.45, 253.84)]]"
410,911_c525a5a6a35c1abac68b93463fc69b9de64623866c72c3f7fab93577e49537bb69257d92a1ea1657d83f25c25f749bfaf6d6ae41b8dc11a06ff54a22438bb474_101.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/911_c525a5a6a35c1abac68b93463fc69b9de64623866c72c3f7fab93577e49537bb69257d92a1ea1657d83f25c25f749bfaf6d6ae41b8dc11a06ff54a22438bb474_101.jpg,"[[(514.0, 255.0), (526.37, 250.86), (532.66, 247.48), (537.01, 233.94), (543.29, 223.31), (546.19, 223.31), (551.99, 204.94), (566.98, 204.46), (571.33, 192.86), (569.88, 183.67), (580.03, 170.14), (580.03, 163.86), (583.41, 162.89), (588.24, 169.17), (590.66, 182.22), (591.14, 194.79), (588.24, 209.77), (600.33, 207.36), (600.81, 227.66), (599.84, 261.98), (613.38, 262.94), (616.76, 269.23), (611.93, 270.68), (608.06, 267.78), (603.71, 267.78), (602.26, 283.73), (554.89, 279.86), (540.87, 280.83), (528.0, 278.0)], [(520.57, 203.88), (507.0, 187.0), (493.51, 176.81), (474.65, 173.91), (462.09, 171.49), (468.85, 162.79), (470.3, 155.54), (496.41, 152.64), (502.69, 162.31), (511.39, 160.38), (511.87, 163.76), (506.56, 166.18), (504.14, 171.98), (520.57, 176.81), (523.47, 181.64), (536.04, 180.19), (551.99, 177.78), (563.11, 180.68), (566.98, 204.46), (551.99, 204.94), (546.19, 223.31), (537.01, 233.94), (529.76, 232.4), (527.82, 238.68), (517.67, 239.16), (517.67, 231.91), (503.0, 234.0), (492.0, 237.0), (491.57, 222.73), (504.14, 207.26)], [(504.0, 185.0), (494.96, 192.62), (494.55, 198.66), (482.47, 203.09), (480.46, 208.32), (483.27, 221.62), (487.71, 222.42), (496.57, 216.38), (511.47, 206.31), (520.57, 203.88)]]"
413,914_c525a5a6a35c1abac68b93463fc69b9de64623866c72c3f7fab93577e49537bb69257d92a1ea1657d83f25c25f749bfaf6d6ae41b8dc11a06ff54a22438bb474_89.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/914_c525a5a6a35c1abac68b93463fc69b9de64623866c72c3f7fab93577e49537bb69257d92a1ea1657d83f25c25f749bfaf6d6ae41b8dc11a06ff54a22438bb474_89.jpg,"[[(480.74, 211.65), (479.9, 215.28), (474.3, 215.28), (471.51, 211.65), (474.86, 205.77), (476.26, 201.02), (479.62, 197.38), (480.46, 188.71), (483.26, 184.51), (488.57, 184.79), (496.96, 172.49), (500.04, 181.16), (503.67, 200.74), (507.31, 202.7), (504.79, 204.65), (504.79, 212.21), (503.67, 219.76), (497.52, 220.32), (493.6, 214.16), (484.65, 215.56)]]"
431,932_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_73.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/932_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_73.jpg,"[[(568.0, 104.0), (589.17, 108.57), (602.87, 110.36), (608.0, 101.0), (612.4, 98.45), (623.71, 96.66), (615.97, 88.32), (601.68, 87.73), (596.0, 87.0), (614.19, 74.03), (640.98, 53.19), (652.9, 44.26), (665.4, 33.54), (661.23, 31.15), (642.18, 41.87), (614.78, 60.93), (596.0, 75.0), (585.0, 78.0), (576.0, 84.0), (568.0, 97.0)]]"
472,1023_32c8a3cd19df7b5ab32ef5901bf819fe5c35dd62634540ce2948da0b164a179c6a9ce78faac5fe46a39f796a50c9b1f7078e022279e72d34193bdad971be808e_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1023_32c8a3cd19df7b5ab32ef5901bf819fe5c35dd62634540ce2948da0b164a179c6a9ce78faac5fe46a39f796a50c9b1f7078e022279e72d34193bdad971be808e_14.jpg,"[[(625.43, 302.58), (613.27, 307.21), (597.64, 299.1), (593.01, 290.42), (579.11, 284.63), (564.64, 275.94), (558.27, 266.68), (564.64, 255.1), (566.37, 244.1), (562.32, 230.2), (578.53, 224.99), (584.9, 224.99), (586.64, 214.57), (590.11, 204.72), (613.27, 199.51), (634.12, 199.51), (642.8, 199.51), (647.44, 215.72), (649.17, 227.31), (653.23, 237.73), (664.81, 248.73), (674.65, 266.68), (676.97, 281.15), (671.17, 285.21), (669.44, 292.73), (669.44, 304.31), (642.22, 306.63)]]"
474,1025_32c8a3cd19df7b5ab32ef5901bf819fe5c35dd62634540ce2948da0b164a179c6a9ce78faac5fe46a39f796a50c9b1f7078e022279e72d34193bdad971be808e_64.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1025_32c8a3cd19df7b5ab32ef5901bf819fe5c35dd62634540ce2948da0b164a179c6a9ce78faac5fe46a39f796a50c9b1f7078e022279e72d34193bdad971be808e_64.jpg,"[[(557.0, 267.0), (555.39, 257.39), (560.7, 247.26), (564.56, 244.85), (568.0, 224.0), (588.2, 223.62), (614.26, 199.01), (617.0, 208.0), (615.22, 275.73), (616.67, 282.97), (614.74, 285.86), (603.0, 283.0), (600.0, 281.0), (602.2, 271.39), (603.16, 256.43), (606.54, 222.65), (606.0, 234.0), (605.0, 247.0), (603.0, 258.0), (599.0, 274.0), (599.0, 282.0), (588.0, 278.0), (581.0, 275.0)]]"
488,1039_f363a4019e60be4ac7264fdb617bba5b438bcaea15c2d435f9a331a875b4d8d0569df631e98e9273cb7560e4fc175efc4eb92c266cc150553f546f7e9e644a48_41.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1039_f363a4019e60be4ac7264fdb617bba5b438bcaea15c2d435f9a331a875b4d8d0569df631e98e9273cb7560e4fc175efc4eb92c266cc150553f546f7e9e644a48_41.jpg,"[[(340.39, 262.8), (367.02, 222.85), (393.08, 224.0), (398.87, 240.8), (419.13, 240.22), (424.34, 230.37), (459.08, 228.06), (460.82, 210.69), (483.98, 201.42), (491.51, 180.58), (486.3, 156.84), (492.67, 152.21), (585.89, 151.63), (595.73, 153.37), (595.15, 165.52), (589.36, 162.05), (587.62, 165.52), (590.52, 173.05), (593.41, 215.32), (600.94, 219.37), (609.63, 223.43), (618.89, 232.69), (624.68, 246.59), (624.68, 258.17), (625.84, 269.75), (631.63, 282.48), (636.84, 289.43), (642.05, 301.59), (642.63, 317.8), (639.16, 340.39), (606.15, 345.02), (585.89, 347.91), (557.52, 347.91), (536.09, 347.91), (515.25, 342.7), (508.3, 336.91), (501.93, 324.75), (487.45, 298.12), (480.51, 287.7), (468.35, 288.28), (454.45, 292.91), (442.29, 299.86), (431.87, 302.75), (423.76, 303.91), (416.82, 296.38), (416.82, 283.06), (427.24, 270.9), (429.55, 266.27), (411.6, 268.01), (398.87, 268.01), (381.5, 268.01), (368.18, 268.01), (356.02, 268.01), (334.6, 269.75)]]"
489,1040_f363a4019e60be4ac7264fdb617bba5b438bcaea15c2d435f9a331a875b4d8d0569df631e98e9273cb7560e4fc175efc4eb92c266cc150553f546f7e9e644a48_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1040_f363a4019e60be4ac7264fdb617bba5b438bcaea15c2d435f9a331a875b4d8d0569df631e98e9273cb7560e4fc175efc4eb92c266cc150553f546f7e9e644a48_50.jpg,"[[(341.45, 238.67), (331.31, 236.26), (328.9, 227.58), (331.31, 219.86), (339.52, 215.51), (339.52, 212.14), (330.83, 210.69), (329.38, 209.24), (329.38, 198.62), (332.28, 188.97), (341.93, 187.53), (341.93, 178.36), (340.48, 174.02), (348.2, 174.98), (353.51, 185.11), (364.13, 184.15), (368.47, 164.37), (371.36, 152.3), (374.74, 145.07), (385.36, 133.0), (394.52, 120.94), (401.0, 114.0), (409.48, 105.02), (419.13, 102.61), (425.0, 109.0), (428.0, 133.0), (430.0, 156.0), (433.0, 169.0), (435.0, 181.0), (436.02, 190.42), (441.81, 185.11), (449.05, 191.87), (448.08, 207.79), (436.98, 229.99), (431.19, 241.09), (418.65, 247.36), (408.03, 244.46), (403.69, 229.02), (412.38, 210.69), (412.86, 196.69), (411.89, 188.49), (411.41, 182.22), (406.59, 175.95), (404.17, 165.33), (402.73, 159.06), (408.03, 158.58), (407.0, 143.0), (401.28, 147.48), (388.0, 161.0), (382.0, 170.0), (387.0, 174.0), (392.59, 176.43), (401.76, 177.39), (403.69, 187.53), (403.69, 199.11), (403.69, 210.69), (404.17, 220.34), (395.97, 231.44), (376.19, 235.78), (351.58, 240.6)]]"
506,1066_233290a4c2f07b75e086d8871018009abdc4d24fcb100162f58965e30bdc7219067e963fa6b4d63be23f410401a49e31d472d624e06ec779e2727357a97564c9_19.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1066_233290a4c2f07b75e086d8871018009abdc4d24fcb100162f58965e30bdc7219067e963fa6b4d63be23f410401a49e31d472d624e06ec779e2727357a97564c9_19.jpg,"[[(263.33, 180.75), (257.41, 180.36), (254.25, 174.43), (257.41, 173.64), (259.38, 168.9), (267.0, 167.0), (272.0, 164.0), (276.77, 157.84), (278.35, 149.94), (281.11, 143.22), (284.67, 136.11), (288.23, 135.32), (296.13, 135.32), (298.5, 139.27), (298.1, 151.12), (296.92, 163.77), (296.92, 172.46), (296.13, 174.83), (292.57, 174.83), (289.81, 173.64), (289.41, 165.35), (287.43, 152.7), (287.43, 144.41), (284.27, 161.79), (284.67, 165.35), (285.85, 168.9), (288.23, 173.25), (290.99, 177.99), (287.04, 179.17), (279.0, 181.0), (270.05, 180.76)]]"
510,1091_502fddf3a715e96e65836aca76fadbe6a32f6d300c64ed53e84dac2d15e7f47618543be06a3dcfd5964e4d54822620cd0808fb62f3691606dab46ea817acb3f2_24.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1091_502fddf3a715e96e65836aca76fadbe6a32f6d300c64ed53e84dac2d15e7f47618543be06a3dcfd5964e4d54822620cd0808fb62f3691606dab46ea817acb3f2_24.jpg,"[[(513.8, 129.1), (518.43, 127.37), (522.48, 123.31), (528.85, 127.95), (539.86, 126.79), (594.86, 3.46), (583.86, 12.14), (578.65, 7.51), (592.55, 0.56), (612.0, 0.0), (597.0, 31.0), (586.0, 129.0), (579.81, 126.21), (588.49, 50.94), (557.8, 122.74), (569.96, 122.74), (577.49, 128.53), (577.49, 158.63), (546.8, 159.79), (511.0, 156.0), (509.75, 140.69)]]"
512,1093_502fddf3a715e96e65836aca76fadbe6a32f6d300c64ed53e84dac2d15e7f47618543be06a3dcfd5964e4d54822620cd0808fb62f3691606dab46ea817acb3f2_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1093_502fddf3a715e96e65836aca76fadbe6a32f6d300c64ed53e84dac2d15e7f47618543be06a3dcfd5964e4d54822620cd0808fb62f3691606dab46ea817acb3f2_4.jpg,"[[(441.09, 151.22), (441.76, 147.53), (440.76, 141.17), (441.43, 135.47), (443.1, 131.45), (456.17, 130.78), (466.56, 113.69), (476.61, 89.9), (486.33, 68.12), (488.0, 62.09), (496.38, 52.71), (503.08, 52.71), (500.07, 60.08), (501.74, 63.43), (492.69, 75.83), (492.69, 82.86), (491.69, 87.22), (470.0, 125.0), (469.0, 138.0), (472.0, 157.0), (450.81, 154.9), (445.11, 154.23)]]"
519,1100_9384c0535023e2c397071ac39971588a2173e8f442e020012248765779019d0edcca308c6f6216ace73a84f10424dd4387d024b2212dadd6550880ad7daecc60_21.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1100_9384c0535023e2c397071ac39971588a2173e8f442e020012248765779019d0edcca308c6f6216ace73a84f10424dd4387d024b2212dadd6550880ad7daecc60_21.jpg,"[[(477.48, 136.05), (484.53, 131.12), (483.12, 111.38), (487.35, 107.15), (486.64, 98.7), (501.44, 88.83), (551.49, 88.83), (590.96, 92.35), (590.26, 100.11), (574.04, 100.11), (576.16, 124.07), (603.65, 123.37), (619.0, 123.0), (619.86, 162.13), (620.0, 205.0), (591.0, 205.0), (590.26, 223.45), (599.0, 238.0), (603.65, 247.42), (605.0, 260.0), (588.0, 262.0), (566.29, 238.26), (535.98, 248.12), (536.69, 265.04), (526.11, 265.04), (502.15, 252.35), (482.41, 229.8), (481.0, 210.06), (477.48, 165.66)]]"
531,1112_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_44.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1112_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_44.jpg,"[[(292.98, 183.19), (294.34, 173.67), (303.85, 172.65), (303.85, 158.03), (313.37, 141.38), (314.73, 143.76), (313.71, 159.73), (316.77, 163.81), (316.43, 174.69), (319.83, 178.09), (319.83, 185.9), (294.68, 187.6)]]"
532,1113_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_56.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1113_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_56.jpg,"[[(146.75, 192.57), (170.84, 186.7), (194.92, 151.45), (212.54, 130.9), (213.13, 125.02), (215.48, 125.02), (216.65, 129.72), (219.0, 130.31), (217.24, 143.82), (212.54, 155.57), (199.03, 170.84), (197.27, 179.06), (201.97, 184.35), (197.86, 195.51), (197.86, 200.21), (204.9, 200.21), (207.25, 206.08), (206.08, 212.54), (186.11, 217.83), (166.73, 221.35), (146.75, 219.59), (147.34, 207.25)]]"
533,1114_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_61.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1114_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_61.jpg,"[[(65.0, 197.0), (79.0, 196.0), (83.27, 137.58), (112.36, 134.55), (150.55, 126.06), (194.79, 117.58), (211.76, 112.73), (213.0, 107.0), (218.0, 110.0), (221.0, 115.0), (217.82, 131.52), (220.24, 141.21), (220.24, 160.0), (218.42, 170.3), (214.79, 164.85), (212.36, 135.15), (195.39, 152.12), (168.12, 181.82), (150.55, 195.76), (152.36, 209.09), (152.36, 215.15), (157.82, 220.0), (167.52, 220.61), (171.76, 231.52), (151.15, 244.24), (123.88, 248.48), (102.67, 252.12), (74.18, 253.94), (60.24, 249.09), (60.85, 213.94)]]"
542,1123_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_44.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1123_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_44.jpg,"[[(18.6, 284.25), (25.91, 283.96), (28.83, 281.03), (30.88, 279.57), (26.2, 278.69), (25.03, 257.94), (27.08, 254.14), (34.09, 249.76), (38.77, 246.54), (50.46, 247.42), (52.21, 237.48), (55.43, 233.68), (56.3, 230.47), (62.15, 226.09), (72.67, 225.5), (86.99, 220.24), (95.18, 219.95), (103.07, 224.33), (112.71, 236.02), (119.14, 243.04), (120.9, 248.59), (125.57, 253.56), (123.82, 263.2), (125.86, 274.9), (128.49, 278.4), (125.28, 283.08), (123.82, 290.39), (121.48, 290.39), (122.36, 283.37), (119.14, 281.91), (119.43, 271.39), (117.68, 261.16), (115.63, 254.73), (115.63, 251.81), (107.16, 243.91), (98.1, 237.78), (87.28, 235.73), (74.13, 239.24), (64.78, 244.5), (60.1, 248.59), (63.32, 251.51), (64.78, 261.74), (66.82, 270.51), (65.66, 276.36), (62.44, 279.86), (73.55, 281.62), (77.35, 283.96), (77.05, 288.34), (77.05, 293.89), (59.23, 298.57), (44.9, 301.2), (38.18, 299.15), (35.55, 296.82), (29.12, 296.82), (28.83, 297.98), (23.28, 298.86), (17.43, 297.69), (17.14, 289.51)]]"
543,1124_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1124_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_54.jpg,"[[(512.56, 264.62), (511.59, 257.31), (485.28, 257.07), (483.09, 256.58), (482.85, 248.54), (484.31, 244.64), (481.87, 235.63), (474.81, 228.08), (463.12, 221.26), (460.93, 224.19), (460.2, 236.36), (459.47, 247.32), (459.22, 262.42), (454.6, 266.32), (452.16, 271.44), (452.0, 277.0), (476.0, 276.0), (482.0, 276.0), (513.54, 275.33)]]"
544,1125_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_72.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1125_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_72.jpg,"[[(419.85, 269.65), (414.16, 270.67), (414.57, 275.74), (425.33, 274.12), (429.79, 273.51), (429.79, 274.12), (443.19, 273.91), (446.44, 273.1), (444.61, 266.0), (435.88, 263.76), (428.37, 264.17), (416.8, 249.56), (408.48, 240.83), (404.83, 236.77), (403.2, 233.73), (400.57, 235.35), (397.11, 234.74), (395.9, 236.77), (401.58, 238.39), (402.8, 243.47), (415.79, 254.02), (422.49, 261.73), (420.86, 263.97)]]"
560,1141_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1141_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_0.jpg,"[[(76.62, 216.55), (87.95, 207.49), (93.33, 200.41), (105.23, 199.84), (108.91, 193.61), (114.86, 188.51), (117.7, 177.46), (122.51, 172.93), (149.42, 174.91), (150.84, 178.88), (164.43, 178.03), (180.58, 175.76), (183.13, 193.61), (194.18, 191.63), (198.99, 190.78), (204.09, 197.86), (210.89, 204.09), (214.0, 214.29), (199.27, 214.29), (198.71, 219.67), (177.46, 225.9), (173.21, 223.35), (173.0, 227.0), (142.91, 237.52), (114.3, 247.15), (92.48, 253.94), (74.92, 247.43), (75.77, 243.18), (79.45, 234.4)]]"
561,1142_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1142_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_15.jpg,"[[(58.03, 208.14), (69.95, 203.23), (69.6, 194.11), (89.94, 190.6), (93.45, 201.48), (100.12, 207.79), (101.52, 215.15), (116.25, 213.05), (128.52, 210.24), (143.61, 207.79), (150.27, 213.4), (134.49, 216.21), (132.73, 222.52), (125.37, 223.92), (121.86, 219.71), (113.44, 224.97), (108.88, 220.06), (101.87, 218.31), (101.17, 224.27), (93.8, 227.08), (85.38, 227.78), (78.0, 223.0), (73.81, 222.52), (72.76, 228.13), (67.15, 230.94), (62.0, 231.0), (57.0, 228.0)]]"
585,1166_1ccd1be0603658d2951ec34ea3636044273fcbac6995335a159cea357cb3b240711c45ba1a6c2908effb3f747205c7a9d256947d8811ef98146cc22ec9be58b3_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1166_1ccd1be0603658d2951ec34ea3636044273fcbac6995335a159cea357cb3b240711c45ba1a6c2908effb3f747205c7a9d256947d8811ef98146cc22ec9be58b3_0.jpg,"[[(792.96, 252.45), (796.4, 244.69), (801.57, 238.66), (811.63, 238.09), (819.38, 216.83), (831.73, 198.45), (834.03, 202.19), (837.47, 217.12), (840.06, 237.51), (844.65, 248.14), (846.95, 262.21), (829.0, 260.0), (791.23, 254.46)]]"
589,1170_c2381d55277937d767ce1e3c68906bbba84e347987c5607fff040d215359618a3c760d1a190df5fadd93819ed0267a8b9c4a68d55d4814a2dc35c272f5ce6b31_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1170_c2381d55277937d767ce1e3c68906bbba84e347987c5607fff040d215359618a3c760d1a190df5fadd93819ed0267a8b9c4a68d55d4814a2dc35c272f5ce6b31_14.jpg,"[[(644.83, 244.62), (653.21, 236.0), (656.08, 221.4), (662.54, 221.17), (665.42, 231.7), (668.53, 236.48), (669.25, 246.3), (677.14, 247.25), (677.86, 254.43), (672.12, 256.59), (670.92, 253.71), (654.65, 253.48), (653.21, 256.35), (646.27, 256.83), (646.27, 251.56), (642.68, 249.41)]]"
590,1171_c2381d55277937d767ce1e3c68906bbba84e347987c5607fff040d215359618a3c760d1a190df5fadd93819ed0267a8b9c4a68d55d4814a2dc35c272f5ce6b31_2.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1171_c2381d55277937d767ce1e3c68906bbba84e347987c5607fff040d215359618a3c760d1a190df5fadd93819ed0267a8b9c4a68d55d4814a2dc35c272f5ce6b31_2.jpg,"[[(758.05, 238.95), (766.55, 238.01), (771.47, 219.65), (776.79, 208.1), (782.84, 208.1), (786.23, 227.03), (787.57, 233.27), (791.55, 254.09), (783.6, 253.53), (757.0, 250.0), (756.0, 250.0)]]"
