,path,name,workzone,points,tod
1123,data/Delivery_1_Workzone/Day/Batch 2/Images/1825_3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d_23.jpg,3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d,1,"[[(440.94, 109.76), (439.91, 118.55), (433.47, 117.96), (436.0, 109.0)], [(521.0, 133.0), (517.14, 150.33), (505.5, 148.03), (511.06, 132.59)], [(150.0, 129.0), (149.92, 137.48), (154.07, 137.28), (153.86, 129.4)], [(229.0, 115.0), (229.19, 120.76), (233.0, 121.0), (232.93, 114.71)]]",1
1124,data/Delivery_1_Workzone/Day/Batch 2/Images/1826_3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d_3.jpg,3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d,1,"[[(633.0, 180.0), (627.7, 205.67), (616.0, 212.0), (607.0, 209.0), (607.0, 198.0), (619.0, 174.0), (628.0, 176.0)], [(597.0, 168.0), (593.0, 198.0), (583.69, 199.12), (574.2, 195.74), (573.15, 188.99), (580.11, 166.84), (583.69, 164.1), (594.0, 164.0)], [(573.36, 160.94), (571.25, 184.35), (561.97, 184.56), (553.95, 182.45), (552.27, 176.12), (558.8, 155.24), (566.0, 154.0), (572.0, 157.0)], [(450.0, 117.0), (447.02, 127.69), (440.7, 125.58), (444.04, 116.07), (446.32, 114.85), (449.0, 115.0)], [(82.41, 144.63), (82.41, 153.13), (88.0, 153.0), (88.0, 143.0), (83.56, 143.05)], [(204.36, 119.72), (204.66, 126.02), (200.56, 126.12), (200.86, 119.72)], [(256.46, 111.82), (256.36, 116.92), (253.0, 117.0), (254.0, 112.0)]]",1
1125,data/Delivery_1_Workzone/Day/Batch 2/Images/1827_3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d_38.jpg,3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d,1,"[[(74.18, 135.84), (74.18, 148.67), (82.0, 148.0), (79.81, 130.74), (75.41, 131.1), (75.59, 135.14)], [(235.0, 108.0), (234.85, 117.19), (239.73, 117.07), (239.85, 107.91)], [(303.82, 101.25), (303.21, 106.99), (307.0, 107.0), (307.12, 101.01)], [(339.0, 99.0), (338.94, 103.95), (335.54, 103.95), (336.0, 99.0)], [(608.52, 133.77), (606.0, 148.0), (613.71, 147.87), (615.78, 144.35), (616.19, 134.19)]]",1
1126,data/Delivery_1_Workzone/Day/Batch 2/Images/1828_3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d_57.jpg,3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d,1,"[[(731.98, 68.2), (731.62, 78.76), (739.18, 78.76), (738.34, 68.68), (736.54, 67.24), (733.54, 67.24)], [(293.0, 116.0), (293.48, 121.5), (297.0, 121.0), (296.0, 115.0)], [(108.0, 192.0), (112.25, 215.47), (127.0, 210.0), (119.0, 187.0), (113.0, 187.0), (110.0, 188.0), (108.0, 190.0)], [(258.65, 129.12), (259.66, 137.47), (264.7, 136.47), (263.4, 128.4), (261.67, 126.24), (259.95, 126.96)]]",1
1127,data/Delivery_1_Workzone/Day/Batch 2/Images/1829_3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d_77.jpg,3361efc36f868bd8fe76858bedfd10abe5f96e5698af353ca4d627d856faaf5cc39e4daf3638497bb7f7ffe7c78a277ef69f762733c1b040bc2d42ba8d724e0d,1,"[[(157.0, 82.0), (156.0, 93.0), (163.75, 92.67), (163.0, 82.0)], [(240.12, 84.04), (240.24, 91.48), (235.6, 91.85), (235.85, 83.79)], [(600.42, 137.1), (599.79, 147.23), (591.56, 145.96), (595.36, 136.05)], [(318.0, 88.0), (318.0, 92.0), (315.73, 91.79), (315.97, 87.88)]]",1
1128,data/Delivery_1_Workzone/Day/Batch 2/Images/1830_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_0.jpg,d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e,1,"[[(643.0, 140.0), (667.0, 179.0), (636.55, 208.33), (612.13, 171.15)], [(412.0, 92.0), (426.6, 92.78), (426.0, 110.0), (411.0, 110.0)]]",1
1129,data/Delivery_1_Workzone/Day/Batch 2/Images/1831_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_29.jpg,d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e,1,"[[(0.0, 230.0), (97.02, 184.53), (123.85, 172.72), (233.24, 132.42), (271.42, 118.54), (276.32, 122.67), (239.74, 143.46), (110.0, 218.0), (0.0, 285.0)], [(481.88, 150.81), (483.34, 173.37), (476.75, 173.37), (470.45, 173.08), (470.89, 150.96), (474.55, 149.2), (478.95, 148.62)]]",1
1130,data/Delivery_1_Workzone/Day/Batch 2/Images/1832_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_46.jpg,d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e,1,"[[(460.25, 137.89), (459.67, 157.19), (448.01, 156.04), (451.03, 137.03)], [(612.61, 206.69), (602.77, 247.88), (606.41, 252.98), (617.35, 255.89), (626.09, 256.26), (630.1, 254.8), (634.84, 209.97), (630.83, 206.33), (619.9, 203.77)]]",1
1131,data/Delivery_1_Workzone/Day/Batch 2/Images/1833_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_77.jpg,d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e,1,"[[(545.0, 187.0), (536.17, 228.37), (552.0, 233.0), (564.0, 233.0), (562.0, 227.0), (565.0, 190.0)], [(442.0, 136.0), (441.77, 153.52), (431.22, 152.65), (433.51, 134.89)], [(394.0, 121.0), (392.31, 131.82), (385.28, 131.11), (387.21, 120.22)]]",1
1132,data/Delivery_1_Workzone/Day/Batch 2/Images/1834_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_9.jpg,d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e,1,"[[(621.0, 79.0), (662.07, 87.98), (660.61, 140.1), (618.69, 134.27)], [(133.39, 115.94), (181.87, 114.11), (184.06, 129.79), (178.59, 134.89), (179.32, 157.85), (138.0, 178.0), (116.0, 186.0), (109.0, 184.0), (106.06, 177.9), (111.16, 174.62), (111.89, 144.36), (121.0, 139.0)]]",1
1133,data/Delivery_1_Workzone/Day/Batch 2/Images/1835_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_16.jpg,54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52,1,"[[(412.0, 93.0), (425.13, 93.03), (426.0, 109.0), (412.0, 109.0)], [(643.0, 143.0), (665.24, 176.33), (639.0, 206.0), (614.58, 171.23)]]",1
1134,data/Delivery_1_Workzone/Day/Batch 2/Images/1836_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_25.jpg,54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52,1,"[[(622.0, 79.0), (618.05, 133.6), (659.06, 140.44), (662.0, 89.0)], [(132.0, 118.0), (179.0, 113.0), (177.23, 152.78), (186.0, 157.0), (139.0, 177.0), (124.68, 182.85), (112.0, 187.0), (107.98, 177.99), (110.1, 174.95), (111.62, 142.75), (119.22, 142.45), (119.52, 137.29), (123.16, 136.07)]]",1
1135,data/Delivery_1_Workzone/Day/Batch 2/Images/1837_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_4.jpg,54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52,1,"[[(652.24, 178.52), (652.06, 203.48), (633.0, 202.0), (637.82, 176.06), (642.39, 175.53), (650.3, 176.59)], [(352.0, 98.0), (359.06, 97.83), (360.0, 106.0), (352.0, 106.0)]]",1
1136,data/Delivery_1_Workzone/Day/Batch 2/Images/1838_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_45.jpg,54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52,1,"[[(483.0, 154.0), (482.79, 174.37), (470.67, 173.49), (472.07, 151.52), (475.59, 150.99), (480.86, 150.99)]]",1
1137,data/Delivery_1_Workzone/Day/Batch 2/Images/1839_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_70.jpg,54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52,1,"[[(730.58, 271.52), (715.27, 336.68), (696.9, 334.5), (682.47, 323.13), (703.9, 261.02), (714.4, 261.02), (727.96, 264.08)], [(464.19, 151.04), (461.4, 174.58), (477.6, 175.85), (477.86, 151.04), (473.3, 149.52), (467.73, 149.52)], [(420.0, 128.0), (419.7, 140.86), (411.4, 140.37), (413.0, 127.0), (416.28, 126.58), (418.72, 126.46)]]",1
1138,data/Delivery_1_Workzone/Day/Batch 2/Images/1840_aac2c4023269573c9feb998cf5ff6e97ecff5cc2c11db310d959dab6bf31db242352618052d0960cb3b157c2eb913791e432e287e18ddfe16508fcb86c26edf7_46.jpg,aac2c4023269573c9feb998cf5ff6e97ecff5cc2c11db310d959dab6bf31db242352618052d0960cb3b157c2eb913791e432e287e18ddfe16508fcb86c26edf7,1,"[[(253.71, 224.26), (256.99, 276.38), (263.0, 277.0), (259.0, 281.0), (248.0, 288.0), (238.04, 287.31), (236.21, 224.99), (240.59, 222.44), (239.49, 211.87), (247.0, 212.0), (248.0, 220.0)]]",1
1139,data/Delivery_1_Workzone/Day/Batch 2/Images/1841_aac2c4023269573c9feb998cf5ff6e97ecff5cc2c11db310d959dab6bf31db242352618052d0960cb3b157c2eb913791e432e287e18ddfe16508fcb86c26edf7_7.jpg,aac2c4023269573c9feb998cf5ff6e97ecff5cc2c11db310d959dab6bf31db242352618052d0960cb3b157c2eb913791e432e287e18ddfe16508fcb86c26edf7,1,"[[(298.78, 209.48), (305.46, 265.07), (285.72, 266.89), (280.56, 211.31), (285.42, 208.88), (285.11, 197.94), (291.19, 197.94), (292.4, 207.36)]]",1
1140,data/Delivery_1_Workzone/Day/Batch 2/Images/1842_aac2c4023269573c9feb998cf5ff6e97ecff5cc2c11db310d959dab6bf31db242352618052d0960cb3b157c2eb913791e432e287e18ddfe16508fcb86c26edf7_77.jpg,aac2c4023269573c9feb998cf5ff6e97ecff5cc2c11db310d959dab6bf31db242352618052d0960cb3b157c2eb913791e432e287e18ddfe16508fcb86c26edf7,1,"[[(359.69, 145.75), (359.57, 155.64), (355.0, 156.0), (356.0, 146.0)], [(314.0, 171.0), (315.0, 199.0), (303.17, 199.26), (305.28, 171.14)]]",1
1141,data/Delivery_1_Workzone/Day/Batch 2/Images/1843_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_12.jpg,0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043,1,"[[(493.97, 134.56), (494.5, 154.6), (482.55, 152.66), (484.0, 135.0), (486.77, 133.33)], [(602.0, 179.0), (599.66, 213.31), (620.33, 212.68), (620.54, 177.45), (617.59, 175.98), (606.0, 175.0)], [(641.21, 187.16), (641.0, 223.65), (620.0, 223.0), (621.6, 185.26), (625.81, 183.15), (638.47, 183.36)], [(661.04, 184.2), (656.82, 221.54), (676.23, 221.96), (679.39, 185.05), (676.01, 182.52), (665.47, 182.09)], [(696.36, 184.58), (692.72, 218.29), (707.0, 218.0), (712.77, 185.19)], [(201.39, 124.64), (203.0, 142.0), (192.0, 142.0), (193.0, 125.0), (195.0, 123.0), (199.0, 123.0)], [(225.16, 119.07), (226.13, 132.62), (216.37, 133.11), (217.1, 119.31), (218.2, 118.22), (223.45, 117.85)], [(247.0, 113.46), (247.49, 127.25), (239.0, 127.0), (239.8, 113.21), (241.76, 112.6), (245.05, 112.11)], [(259.0, 108.0), (258.91, 121.52), (266.09, 121.08), (265.65, 108.34)], [(272.33, 104.88), (272.08, 116.01), (278.91, 116.01), (278.0, 105.0)], [(547.06, 141.41), (546.7, 160.75), (534.93, 160.05), (536.33, 140.18), (539.15, 139.48), (544.24, 139.83)]]",1
1142,data/Delivery_1_Workzone/Day/Batch 2/Images/1844_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_18.jpg,0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043,1,"[[(463.05, 124.26), (459.83, 137.0), (467.89, 137.29), (468.77, 124.26), (468.77, 120.89), (464.08, 120.3)], [(455.07, 115.06), (454.93, 128.97), (445.55, 128.68), (446.87, 113.89), (449.95, 113.3), (453.46, 113.3)], [(480.0, 125.0), (479.18, 143.59), (467.61, 143.15), (468.93, 123.67), (473.0, 122.0), (477.0, 122.0)], [(516.09, 129.24), (515.65, 149.45), (503.79, 148.13), (507.31, 127.77), (512.58, 127.48)], [(638.47, 170.82), (636.36, 197.19), (647.44, 197.89), (650.78, 170.47), (648.84, 169.41), (640.76, 168.18)], [(663.78, 170.24), (659.39, 195.28), (648.0, 193.0), (651.48, 166.87), (654.41, 166.58), (661.44, 167.89)], [(624.0, 169.0), (618.43, 197.32), (632.35, 201.33), (636.15, 199.43), (638.26, 171.17), (637.63, 168.64), (632.56, 167.58), (626.66, 167.58)], [(125.29, 116.24), (166.29, 114.11), (168.12, 132.03), (161.43, 133.55), (160.22, 152.38), (126.0, 151.0)], [(308.0, 93.0), (308.73, 102.78), (301.29, 102.78), (302.02, 93.38)], [(162.0, 135.0), (160.54, 160.71), (172.0, 160.0), (176.0, 158.0), (173.9, 134.35), (170.38, 133.12), (164.4, 133.29)], [(111.14, 152.02), (111.87, 178.99), (126.0, 178.0), (124.0, 151.0)], [(61.0, 173.0), (66.33, 210.12), (47.6, 211.64), (46.33, 174.18)], [(405.61, 91.01), (402.99, 104.57), (443.23, 126.44), (450.66, 106.76), (438.42, 101.51), (420.05, 95.39)]]",1
1143,data/Delivery_1_Workzone/Day/Batch 2/Images/1845_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_23.jpg,0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043,1,"[[(622.74, 144.55), (614.72, 209.06), (632.95, 211.25), (670.12, 215.62), (673.0, 154.0)], [(724.48, 245.09), (711.89, 304.4), (684.6, 299.15), (685.0, 285.0), (697.72, 236.69), (709.0, 234.0), (722.0, 238.0)], [(636.81, 204.69), (626.6, 246.96), (620.41, 250.97), (617.13, 256.08), (621.14, 261.18), (636.08, 268.1), (646.29, 270.29), (656.86, 268.47), (661.23, 261.91), (656.86, 253.89), (660.5, 207.6), (657.22, 202.5), (642.64, 200.68)], [(544.4, 160.92), (537.86, 200.99), (560.0, 203.0), (562.12, 163.03), (560.0, 160.0), (551.0, 159.0)], [(528.72, 148.32), (528.2, 176.81), (531.89, 178.91), (532.59, 181.56), (526.97, 181.56), (519.41, 180.86), (509.21, 180.33), (503.94, 178.91), (503.24, 176.46), (509.74, 174.18), (513.96, 147.44), (519.58, 145.88), (524.5, 146.23)], [(484.41, 134.5), (481.19, 157.79), (495.0, 160.0), (497.0, 136.0), (494.66, 134.06), (487.63, 132.89)], [(473.13, 128.2), (469.18, 151.78), (481.19, 153.39), (484.56, 129.37)], [(469.0, 124.0), (468.8, 143.77), (458.0, 144.0), (459.28, 123.85), (462.06, 122.68), (466.89, 122.38)]]",1
1144,data/Delivery_1_Workzone/Day/Batch 2/Images/1846_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_41.jpg,0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043,1,"[[(172.0, 111.0), (170.67, 121.68), (177.14, 121.68), (177.01, 111.19)], [(143.56, 103.38), (165.0, 104.0), (165.49, 120.04), (143.77, 119.41)], [(199.98, 102.54), (247.0, 102.0), (247.0, 121.0), (201.0, 122.0)], [(60.24, 209.17), (46.03, 210.26), (46.03, 193.5), (51.13, 188.39), (81.02, 192.4), (83.21, 196.41), (79.56, 200.42)], [(395.95, 104.22), (395.7, 118.01), (403.0, 118.0), (402.9, 104.46)], [(415.0, 106.0), (414.75, 121.32), (406.14, 120.8), (408.25, 105.86)], [(432.0, 103.0), (464.0, 103.0), (465.0, 120.0), (432.63, 120.6)]]",1
1145,data/Delivery_1_Workzone/Day/Batch 2/Images/1847_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_50.jpg,0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043,1,"[[(422.15, 120.28), (421.0, 140.0), (432.0, 140.0), (432.41, 119.3), (429.6, 118.33), (424.84, 118.33)], [(620.36, 157.93), (690.34, 162.74), (682.03, 244.53), (640.05, 247.15), (639.61, 232.28), (612.49, 227.04)], [(639.17, 232.28), (632.61, 299.64), (590.19, 292.2), (607.68, 227.91)], [(35.98, 138.46), (81.28, 134.92), (85.08, 176.68), (39.77, 179.47)], [(157.63, 132.6), (158.12, 145.41), (167.4, 144.68), (166.54, 132.47)], [(27.37, 147.04), (27.9, 163.56), (38.1, 163.56), (35.99, 146.51)], [(99.48, 138.13), (100.24, 159.39), (113.0, 159.0), (111.13, 137.37)], [(177.0, 114.0), (176.7, 126.03), (183.78, 126.15), (183.53, 114.07)], [(204.0, 110.0), (205.0, 122.0), (212.0, 122.0), (212.0, 110.0)], [(237.74, 106.65), (238.09, 118.76), (229.3, 118.76), (230.18, 106.12)], [(392.0, 68.0), (392.01, 77.5), (400.68, 77.62), (399.95, 68.71)], [(376.52, 97.03), (375.35, 112.85), (386.77, 112.99), (385.89, 97.32)], [(433.09, 100.42), (467.54, 100.95), (467.19, 123.1), (433.61, 123.98)], [(468.97, 129.4), (469.22, 156.23), (473.53, 158.0), (473.02, 161.29), (466.95, 162.3), (454.54, 161.55), (448.98, 160.03), (449.48, 156.99), (451.25, 156.48), (454.8, 128.89), (458.0, 128.0), (465.0, 128.0)]]",1
1146,data/Delivery_1_Workzone/Day/Batch 2/Images/1848_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_0.jpg,788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac,1,"[[(288.13, 113.06), (287.93, 117.26), (291.0, 117.0), (290.33, 112.56)], [(343.97, 106.23), (343.87, 111.53), (352.78, 111.93), (352.47, 106.33)], [(232.0, 116.0), (232.08, 123.7), (236.48, 123.5), (235.58, 116.1)], [(163.0, 124.0), (163.19, 135.63), (168.99, 134.93), (168.19, 126.23), (167.09, 123.83)], [(117.0, 120.0), (116.69, 127.33), (119.89, 127.13), (120.0, 120.0)], [(74.84, 125.82), (74.94, 132.64), (79.32, 132.43), (78.81, 125.72), (76.98, 124.7)], [(10.0, 156.0), (11.03, 173.77), (22.31, 172.01), (19.53, 152.67), (16.6, 151.36), (11.0, 152.0)]]",1
1147,data/Delivery_1_Workzone/Day/Batch 2/Images/1849_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_26.jpg,788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac,1,"[[(280.25, 118.82), (280.01, 124.22), (283.73, 124.22), (283.01, 118.82)], [(234.17, 124.22), (234.05, 130.22), (238.0, 130.0), (237.77, 123.5)], [(259.85, 120.98), (259.85, 127.7), (262.97, 127.7), (262.25, 120.74)], [(204.0, 129.0), (203.81, 136.22), (208.61, 135.98), (207.77, 128.18)], [(155.0, 136.0), (155.09, 147.38), (159.53, 147.38), (159.53, 136.58)], [(299.8, 132.11), (301.12, 141.59), (306.52, 140.87), (305.32, 131.15)], [(170.08, 167.15), (178.0, 191.0), (164.0, 191.0), (158.62, 168.94)]]",1
1148,data/Delivery_1_Workzone/Day/Batch 2/Images/1850_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_40.jpg,788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac,1,"[[(81.4, 187.71), (81.76, 217.45), (96.45, 215.3), (96.81, 205.63), (93.58, 185.56)], [(260.0, 137.0), (262.22, 147.76), (255.72, 149.34), (254.84, 136.86)], [(156.0, 139.0), (156.0, 146.0), (160.32, 146.28), (160.21, 138.85)], [(101.0, 148.0), (99.88, 160.18), (106.0, 160.0), (105.0, 148.0)], [(297.4, 127.0), (298.4, 134.2), (302.6, 133.1), (301.0, 126.0)], [(27.31, 167.57), (26.48, 183.33), (34.36, 183.12), (32.91, 167.57)]]",1
1149,data/Delivery_1_Workzone/Day/Batch 2/Images/1851_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_50.jpg,788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac,1,"[[(43.0, 193.0), (47.0, 217.0), (57.0, 214.0), (52.0, 191.0)], [(238.0, 132.0), (238.23, 141.99), (241.65, 141.38), (240.79, 131.86), (239.0, 132.0)]]",1
1150,data/Delivery_1_Workzone/Day/Batch 2/Images/1852_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_9.jpg,788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac,1,"[[(261.0, 121.0), (260.81, 129.07), (265.09, 128.97), (264.37, 120.73)], [(165.56, 137.06), (168.64, 147.75), (176.0, 146.0), (175.0, 144.0), (171.0, 135.0), (167.0, 136.0)], [(283.93, 90.42), (357.0, 91.0), (357.0, 126.0), (284.0, 126.0)], [(160.0, 126.0), (160.23, 131.4), (163.83, 130.9), (163.0, 126.0)], [(20.0, 150.0), (19.96, 159.58), (24.62, 159.06), (23.58, 149.38)], [(127.0, 130.0), (126.69, 137.16), (131.0, 137.0), (130.0, 130.0)], [(200.0, 120.0), (199.96, 126.39), (203.68, 126.51), (203.0, 120.0)]]",1
1151,data/Delivery_1_Workzone/Day/Batch 2/Images/1853_e735c30046b18697faf07e0b9e7fbb4ec039d915baf02f936d3aede3054727f86756346a2b1c1bc955c12d06c5c7ee3bf12490001b3fad35eda7f53d2503c54e_0.jpg,e735c30046b18697faf07e0b9e7fbb4ec039d915baf02f936d3aede3054727f86756346a2b1c1bc955c12d06c5c7ee3bf12490001b3fad35eda7f53d2503c54e,1,"[[(30.34, 167.3), (29.0, 190.0), (36.0, 188.0), (34.29, 166.39)], [(385.0, 113.0), (381.0, 132.0), (390.0, 132.0), (388.53, 112.44)], [(163.0, 108.0), (161.01, 120.63), (167.89, 120.19), (165.7, 108.18)], [(106.65, 128.71), (106.0, 144.0), (113.0, 144.0), (110.02, 128.5)]]",1
1152,data/Delivery_1_Workzone/Day/Batch 2/Images/1854_e735c30046b18697faf07e0b9e7fbb4ec039d915baf02f936d3aede3054727f86756346a2b1c1bc955c12d06c5c7ee3bf12490001b3fad35eda7f53d2503c54e_43.jpg,e735c30046b18697faf07e0b9e7fbb4ec039d915baf02f936d3aede3054727f86756346a2b1c1bc955c12d06c5c7ee3bf12490001b3fad35eda7f53d2503c54e,1,"[[(397.08, 104.01), (400.23, 144.42), (428.0, 143.0), (424.9, 101.91)], [(315.0, 96.0), (312.88, 116.77), (321.99, 115.51), (317.44, 95.0)]]",1
